"IDDIRECCION","DETALLEDIRECCION","IDDISTRITO"
3650,"Oroci de Cartago",21205
3651,"Heredia Centro",21301
3652,"Ciudad quesada,San Carlos",21302
3653,"El centro de SanRafael de Heredia",21303
3654,"Casa #3 Hatillo 8",21304
3655,"Oroci de Cartago",21305
3656,"Heredia Centro",21306
3657,"Ciudad quesada,San Carlos",21307
3658,"El centro de SanRafael de Heredia",21308
3659,"Casa #3 Hatillo 8",21401
3660,"Oroci de Cartago",21402
3661,"Heredia Centro",21403
3662,"Ciudad quesada,San Carlos",21404
3663,"El centro de SanRafael de Heredia",21501
3664,"Casa #3 Hatillo 8",21502
3665,"Oroci de Cartago",21503
3666,"Heredia Centro",21504
3667,"Ciudad quesada,San Carlos",21601
3668,"El centro de SanRafael de Heredia",21602
3669,"Casa #3 Hatillo 8",21603
3670,"Oroci de Cartago",30101
3671,"Heredia Centro",30102
3672,"Ciudad quesada,San Carlos",30103
3673,"El centro de SanRafael de Heredia",30104
3674,"Casa #3 Hatillo 8",30105
3675,"Oroci de Cartago",30106
3676,"Heredia Centro",30107
3677,"Ciudad quesada,San Carlos",30108
3678,"El centro de SanRafael de Heredia",30109
3679,"Casa #3 Hatillo 8",30110
3680,"Oroci de Cartago",30111
3681,"Heredia Centro",30201
3682,"Ciudad quesada,San Carlos",30202
3683,"El centro de SanRafael de Heredia",30203
3684,"Casa #3 Hatillo 8",30204
3685,"Oroci de Cartago",30205
3686,"Heredia Centro",30206
3687,"Ciudad quesada,San Carlos",30301
3688,"El centro de SanRafael de Heredia",30302
3689,"Casa #3 Hatillo 8",30303
3690,"Oroci de Cartago",30304
3691,"Heredia Centro",30305
3692,"Ciudad quesada,San Carlos",30306
3693,"El centro de SanRafael de Heredia",30307
3694,"Casa #3 Hatillo 8",30308
3695,"Oroci de Cartago",30401
3696,"Heredia Centro",30402
3697,"Ciudad quesada,San Carlos",30403
3698,"El centro de SanRafael de Heredia",30501
3699,"Casa #3 Hatillo 8",30502
3700,"Oroci de Cartago",30503
3701,"Heredia Centro",30504
3702,"Ciudad quesada,San Carlos",30505
3703,"El centro de SanRafael de Heredia",30506
3704,"Casa #3 Hatillo 8",30507
3705,"Oroci de Cartago",30508
3706,"Heredia Centro",30509
3707,"Ciudad quesada,San Carlos",30510
3708,"El centro de SanRafael de Heredia",30511
3709,"Casa #3 Hatillo 8",30512
3710,"Oroci de Cartago",30601
3711,"Heredia Centro",30602
3712,"Ciudad quesada,San Carlos",30603
3713,"El centro de SanRafael de Heredia",30701
3714,"Casa #3 Hatillo 8",30702
3715,"Oroci de Cartago",30703
3716,"Heredia Centro",30704
3717,"Ciudad quesada,San Carlos",30705
3718,"El centro de SanRafael de Heredia",30801
3719,"Casa #3 Hatillo 8",30802
3720,"Oroci de Cartago",30803
3721,"Heredia Centro",30804
3722,"Ciudad quesada,San Carlos",40101
3723,"El centro de SanRafael de Heredia",40102
3724,"Casa #3 Hatillo 8",40103
3725,"Oroci de Cartago",40104
3726,"Heredia Centro",40105
3727,"Ciudad quesada,San Carlos",40201
3728,"El centro de SanRafael de Heredia",40202
3729,"Casa #3 Hatillo 8",40203
3730,"Oroci de Cartago",40204
3731,"Heredia Centro",40205
3732,"Ciudad quesada,San Carlos",40206
3733,"El centro de SanRafael de Heredia",40301
3734,"Casa #3 Hatillo 8",40302
3735,"Oroci de Cartago",40303
3736,"Heredia Centro",40304
3737,"Ciudad quesada,San Carlos",40305
3738,"El centro de SanRafael de Heredia",40306
3739,"Casa #3 Hatillo 8",40307
3740,"Oroci de Cartago",40308
3741,"Heredia Centro",40401
3742,"Ciudad quesada,San Carlos",40402
3743,"El centro de SanRafael de Heredia",40403
3744,"Casa #3 Hatillo 8",40404
3745,"Oroci de Cartago",40405
3746,"Heredia Centro",40406
3747,"Ciudad quesada,San Carlos",40501
3748,"El centro de SanRafael de Heredia",40502
3749,"Casa #3 Hatillo 8",40503
3750,"Oroci de Cartago",40504
3751,"Heredia Centro",40505
3752,"Ciudad quesada,San Carlos",40601
3753,"El centro de SanRafael de Heredia",40602
3754,"Casa #3 Hatillo 8",40603
3755,"Oroci de Cartago",40604
3756,"Heredia Centro",40701
3757,"Ciudad quesada,San Carlos",40702
3758,"El centro de SanRafael de Heredia",40703
3759,"Casa #3 Hatillo 8",40801
3760,"Oroci de Cartago",40802
3761,"Heredia Centro",40803
3762,"Ciudad quesada,San Carlos",40901
3763,"El centro de SanRafael de Heredia",40902
3764,"Casa #3 Hatillo 8",41001
3765,"Oroci de Cartago",41002
3766,"Heredia Centro",41003
3767,"Ciudad quesada,San Carlos",41004
3768,"El centro de SanRafael de Heredia",41005
3769,"Casa #3 Hatillo 8",50101
3770,"Oroci de Cartago",50102
3771,"Heredia Centro",50103
3772,"Ciudad quesada,San Carlos",50104
3773,"El centro de SanRafael de Heredia",50105
3774,"Casa #3 Hatillo 8",50201
3775,"Oroci de Cartago",50202
3776,"Heredia Centro",50203
3777,"Ciudad quesada,San Carlos",50204
3778,"El centro de SanRafael de Heredia",50205
3779,"Casa #3 Hatillo 8",50206
3780,"Oroci de Cartago",50207
3781,"Heredia Centro",50301
3782,"Ciudad quesada,San Carlos",50302
3783,"El centro de SanRafael de Heredia",50303
3784,"Casa #3 Hatillo 8",50304
3785,"Oroci de Cartago",50305
3786,"Heredia Centro",50306
3787,"Ciudad quesada,San Carlos",50307
3788,"El centro de SanRafael de Heredia",50308
3789,"Casa #3 Hatillo 8",50309
3790,"Oroci de Cartago",50401
3791,"Heredia Centro",50402
3792,"Ciudad quesada,San Carlos",50403
3793,"El centro de SanRafael de Heredia",50404
3794,"Casa #3 Hatillo 8",50501
3795,"Oroci de Cartago",50502
3796,"Heredia Centro",50503
3797,"Ciudad quesada,San Carlos",50504
3798,"El centro de SanRafael de Heredia",50601
3799,"Casa #3 Hatillo 8",50602
3800,"Oroci de Cartago",50603
3801,"Heredia Centro",50604
3802,"Ciudad quesada,San Carlos",50605
3803,"El centro de SanRafael de Heredia",50701
3804,"Casa #3 Hatillo 8",50702
3805,"Oroci de Cartago",50703
3806,"Heredia Centro",50704
3807,"Ciudad quesada,San Carlos",50801
3808,"El centro de SanRafael de Heredia",50802
3809,"Casa #3 Hatillo 8",50803
3810,"Oroci de Cartago",50804
3811,"Heredia Centro",50805
3812,"Ciudad quesada,San Carlos",50806
3813,"El centro de SanRafael de Heredia",50807
3814,"Casa #3 Hatillo 8",50808
3815,"Oroci de Cartago",50901
3816,"Heredia Centro",50902
3817,"Ciudad quesada,San Carlos",50903
3818,"El centro de SanRafael de Heredia",50904
3819,"Casa #3 Hatillo 8",50905
3820,"Oroci de Cartago",50906
3821,"Heredia Centro",51001
3822,"Ciudad quesada,San Carlos",51002
3823,"El centro de SanRafael de Heredia",51003
3824,"Casa #3 Hatillo 8",51004
3825,"Oroci de Cartago",51101
3826,"Heredia Centro",51102
3827,"Ciudad quesada,San Carlos",51103
3828,"El centro de SanRafael de Heredia",51104
3829,"Casa #3 Hatillo 8",51105
3830,"Oroci de Cartago",60101
3831,"Heredia Centro",60102
3832,"Ciudad quesada,San Carlos",60103
3833,"El centro de SanRafael de Heredia",60104
3834,"Casa #3 Hatillo 8",60105
3835,"Oroci de Cartago",60106
3836,"Heredia Centro",60107
3837,"Ciudad quesada,San Carlos",60108
3838,"El centro de SanRafael de Heredia",60110
3839,"Casa #3 Hatillo 8",60111
3840,"Oroci de Cartago",60112
3841,"Heredia Centro",60113
3842,"Ciudad quesada,San Carlos",60114
3843,"El centro de SanRafael de Heredia",60115
3844,"Casa #3 Hatillo 8",60116
3845,"Oroci de Cartago",60201
3846,"Heredia Centro",60202
3847,"Ciudad quesada,San Carlos",60203
3848,"El centro de SanRafael de Heredia",60204
3849,"Casa #3 Hatillo 8",60205
3850,"Oroci de Cartago",60206
3851,"Heredia Centro",60301
3852,"Ciudad quesada,San Carlos",60302
3853,"El centro de SanRafael de Heredia",60303
3854,"Casa #3 Hatillo 8",60304
3855,"Oroci de Cartago",60305
3856,"Heredia Centro",60306
3857,"Ciudad quesada,San Carlos",60307
3858,"El centro de SanRafael de Heredia",60308
3859,"Casa #3 Hatillo 8",60309
3860,"Oroci de Cartago",60401
3861,"Heredia Centro",60402
3862,"Ciudad quesada,San Carlos",60403
3863,"El centro de SanRafael de Heredia",60501
3864,"Casa #3 Hatillo 8",60502
3865,"Oroci de Cartago",60503
3866,"Heredia Centro",60504
3867,"Ciudad quesada,San Carlos",60505
3868,"El centro de SanRafael de Heredia",60506
3869,"Casa #3 Hatillo 8",60601
3870,"Oroci de Cartago",60602
3871,"Heredia Centro",60603
3872,"Ciudad quesada,San Carlos",60701
3873,"El centro de SanRafael de Heredia",60702
3874,"Casa #3 Hatillo 8",60703
3875,"Oroci de Cartago",60704
3876,"Heredia Centro",60801
3877,"Ciudad quesada,San Carlos",60802
3878,"El centro de SanRafael de Heredia",60803
3879,"Casa #3 Hatillo 8",60804
3880,"Oroci de Cartago",60805
3881,"Heredia Centro",60806
3882,"Ciudad quesada,San Carlos",60901
3883,"El centro de SanRafael de Heredia",61001
3884,"Casa #3 Hatillo 8",61002
3885,"Oroci de Cartago",61003
3886,"Heredia Centro",61004
3887,"Ciudad quesada,San Carlos",61101
3888,"El centro de SanRafael de Heredia",61102
3889,"Casa #3 Hatillo 8",61103
3890,"Oroci de Cartago",61201
3891,"Heredia Centro",70101
3892,"Ciudad quesada,San Carlos",70102
3893,"El centro de SanRafael de Heredia",70103
3894,"Casa #3 Hatillo 8",70104
3895,"Oroci de Cartago",70201
3896,"Heredia Centro",70202
3897,"Ciudad quesada,San Carlos",70203
3898,"El centro de SanRafael de Heredia",70204
3899,"Casa #3 Hatillo 8",70205
3900,"Oroci de Cartago",70206
3901,"Heredia Centro",70207
3902,"Ciudad quesada,San Carlos",70301
3903,"El centro de SanRafael de Heredia",70302
3904,"Casa #3 Hatillo 8",70303
3905,"Oroci de Cartago",70304
3906,"Heredia Centro",70305
3907,"Ciudad quesada,San Carlos",70306
3908,"El centro de SanRafael de Heredia",70307
3909,"Casa #3 Hatillo 8",70401
3910,"Oroci de Cartago",70402
3911,"Heredia Centro",70403
3912,"Ciudad quesada,San Carlos",70404
3913,"El centro de SanRafael de Heredia",70501
3914,"Casa #3 Hatillo 8",70502
3915,"Oroci de Cartago",70503
3916,"Heredia Centro",70601
3917,"Ciudad quesada,San Carlos",70602
3918,"El centro de SanRafael de Heredia",70603
3919,"Casa #3 Hatillo 8",70604
3920,"Oroci de Cartago",70605
3921,"Heredia Centro",10101
3922,"Ciudad quesada,San Carlos",10102
3923,"El centro de SanRafael de Heredia",10103
3924,"Casa #3 Hatillo 8",10104
3925,"Oroci de Cartago",10105
3926,"Heredia Centro",10106
3927,"Ciudad quesada,San Carlos",10107
3928,"El centro de SanRafael de Heredia",10108
3929,"Casa #3 Hatillo 8",10109
3930,"Oroci de Cartago",10110
3931,"Heredia Centro",10111
3932,"Ciudad quesada,San Carlos",10201
3933,"El centro de SanRafael de Heredia",10202
3934,"Casa #3 Hatillo 8",10203
3935,"Oroci de Cartago",10301
3936,"Heredia Centro",10302
3937,"Ciudad quesada,San Carlos",10303
3938,"El centro de SanRafael de Heredia",10304
3939,"Casa #3 Hatillo 8",10305
3940,"Oroci de Cartago",10306
3941,"Heredia Centro",10307
3942,"Ciudad quesada,San Carlos",10308
3943,"El centro de SanRafael de Heredia",10309
3944,"Casa #3 Hatillo 8",10310
3945,"Oroci de Cartago",10311
3946,"Heredia Centro",10312
3947,"Ciudad quesada,San Carlos",10313
3948,"El centro de SanRafael de Heredia",10401
3949,"Casa #3 Hatillo 8",10402
3950,"Oroci de Cartago",10403
3951,"Heredia Centro",10404
3952,"Ciudad quesada,San Carlos",10405
3953,"El centro de SanRafael de Heredia",10406
3954,"Casa #3 Hatillo 8",10407
3955,"Oroci de Cartago",10408
3956,"Heredia Centro",10409
3957,"Ciudad quesada,San Carlos",10501
3958,"El centro de SanRafael de Heredia",10502
3959,"Casa #3 Hatillo 8",10503
3960,"Oroci de Cartago",10601
3961,"Heredia Centro",10602
3962,"Ciudad quesada,San Carlos",10603
3963,"El centro de SanRafael de Heredia",10604
3964,"Casa #3 Hatillo 8",10605
3965,"Oroci de Cartago",10606
3966,"Heredia Centro",10607
3967,"Ciudad quesada,San Carlos",10701
3968,"El centro de SanRafael de Heredia",10702
3969,"Casa #3 Hatillo 8",10703
3970,"Oroci de Cartago",10704
3971,"Heredia Centro",10705
3972,"Ciudad quesada,San Carlos",10706
3973,"El centro de SanRafael de Heredia",10707
3974,"Casa #3 Hatillo 8",10801
3975,"Oroci de Cartago",10802
3976,"Heredia Centro",10803
3977,"Ciudad quesada,San Carlos",10804
3978,"El centro de SanRafael de Heredia",10805
3979,"Casa #3 Hatillo 8",10806
3980,"Oroci de Cartago",10807
3981,"Heredia Centro",10901
3982,"Ciudad quesada,San Carlos",10902
3983,"El centro de SanRafael de Heredia",10903
3984,"Casa #3 Hatillo 8",10904
3985,"Oroci de Cartago",10905
3986,"Heredia Centro",10906
3987,"Ciudad quesada,San Carlos",11001
3988,"El centro de SanRafael de Heredia",11002
3989,"Casa #3 Hatillo 8",11003
3990,"Oroci de Cartago",11004
3991,"Heredia Centro",11005
3992,"Ciudad quesada,San Carlos",11101
3993,"El centro de SanRafael de Heredia",11102
3994,"Casa #3 Hatillo 8",11103
3995,"Oroci de Cartago",11104
3996,"Heredia Centro",11105
3997,"Ciudad quesada,San Carlos",11201
3998,"El centro de SanRafael de Heredia",11202
3999,"Casa #3 Hatillo 8",11203
4000,"Oroci de Cartago",11204
4001,"Heredia Centro",11205
4002,"Ciudad quesada,San Carlos",11301
4003,"El centro de SanRafael de Heredia",11302
4004,"Casa #3 Hatillo 8",11303
4005,"Oroci de Cartago",11304
4006,"Heredia Centro",11305
4007,"Ciudad quesada,San Carlos",11401
4008,"El centro de SanRafael de Heredia",11402
4009,"Casa #3 Hatillo 8",11403
4010,"Oroci de Cartago",11501
4011,"Heredia Centro",11502
4012,"Ciudad quesada,San Carlos",11503
4013,"El centro de SanRafael de Heredia",11504
4014,"Casa #3 Hatillo 8",11601
4015,"Oroci de Cartago",11602
4016,"Heredia Centro",11603
4017,"Ciudad quesada,San Carlos",11604
4018,"El centro de SanRafael de Heredia",11605
4019,"Casa #3 Hatillo 8",11701
4020,"Oroci de Cartago",11702
4021,"Heredia Centro",11703
4022,"Ciudad quesada,San Carlos",11801
4023,"El centro de SanRafael de Heredia",11802
4024,"Casa #3 Hatillo 8",11803
4025,"Oroci de Cartago",11804
4026,"Heredia Centro",11901
4027,"Ciudad quesada,San Carlos",11902
4028,"El centro de SanRafael de Heredia",11903
4029,"Casa #3 Hatillo 8",11904
4030,"Oroci de Cartago",11905
4031,"Heredia Centro",11906
4032,"Ciudad quesada,San Carlos",11907
4033,"El centro de SanRafael de Heredia",11908
4034,"Casa #3 Hatillo 8",11909
4035,"Oroci de Cartago",11910
4036,"Heredia Centro",11911
4037,"Ciudad quesada,San Carlos",11912
4038,"El centro de SanRafael de Heredia",12001
4039,"Casa #3 Hatillo 8",12002
4040,"Oroci de Cartago",12003
4041,"Heredia Centro",12004
4042,"Ciudad quesada,San Carlos",12005
4043,"El centro de SanRafael de Heredia",12006
4044,"Casa #3 Hatillo 8",20101
4045,"Oroci de Cartago",20102
4046,"Heredia Centro",20103
4047,"Ciudad quesada,San Carlos",20104
4048,"El centro de SanRafael de Heredia",20105
4049,"Casa #3 Hatillo 8",20106
4050,"Oroci de Cartago",20107
4051,"Heredia Centro",20108
4052,"Ciudad quesada,San Carlos",20109
4053,"El centro de SanRafael de Heredia",20110
4054,"Casa #3 Hatillo 8",20111
4055,"Oroci de Cartago",20112
4056,"Heredia Centro",20113
4057,"Ciudad quesada,San Carlos",20114
4058,"El centro de SanRafael de Heredia",20201
4059,"Casa #3 Hatillo 8",20202
4060,"Oroci de Cartago",20203
4061,"Heredia Centro",20204
4062,"Ciudad quesada,San Carlos",20205
4063,"El centro de SanRafael de Heredia",20206
4064,"Casa #3 Hatillo 8",20207
4065,"Oroci de Cartago",20208
4066,"Heredia Centro",20209
4067,"Ciudad quesada,San Carlos",20210
4068,"El centro de SanRafael de Heredia",20211
4069,"Casa #3 Hatillo 8",20212
4070,"Oroci de Cartago",20213
4071,"Heredia Centro",20214
4072,"Ciudad quesada,San Carlos",20301
4073,"El centro de SanRafael de Heredia",20302
4074,"Casa #3 Hatillo 8",20303
4075,"Oroci de Cartago",20304
4076,"Heredia Centro",20305
4077,"Ciudad quesada,San Carlos",20307
4078,"El centro de SanRafael de Heredia",20308
4079,"Casa #3 Hatillo 8",20401
4080,"Oroci de Cartago",20402
4081,"Heredia Centro",20403
4082,"Ciudad quesada,San Carlos",20404
4083,"El centro de SanRafael de Heredia",20501
4084,"Casa #3 Hatillo 8",20502
4085,"Oroci de Cartago",20503
4086,"Heredia Centro",20504
4087,"Ciudad quesada,San Carlos",20505
4088,"El centro de SanRafael de Heredia",20506
4089,"Casa #3 Hatillo 8",20507
4090,"Oroci de Cartago",20508
4091,"Heredia Centro",20601
4092,"Ciudad quesada,San Carlos",20602
4093,"El centro de SanRafael de Heredia",20603
4094,"Casa #3 Hatillo 8",20604
4095,"Oroci de Cartago",20605
4096,"Heredia Centro",20606
4097,"Ciudad quesada,San Carlos",20607
4098,"El centro de SanRafael de Heredia",20608
4099,"Casa #3 Hatillo 8",20701
4100,"Oroci de Cartago",20702
4101,"Heredia Centro",20703
4102,"Ciudad quesada,San Carlos",20704
4103,"El centro de SanRafael de Heredia",20705
4104,"Casa #3 Hatillo 8",20706
4105,"Oroci de Cartago",20707
4106,"Heredia Centro",20801
4107,"Ciudad quesada,San Carlos",20802
4108,"El centro de SanRafael de Heredia",20803
4109,"Casa #3 Hatillo 8",20804
4110,"Oroci de Cartago",20805
4111,"Heredia Centro",20901
4112,"Ciudad quesada,San Carlos",20902
4113,"El centro de SanRafael de Heredia",20903
4114,"Casa #3 Hatillo 8",20904
4115,"Oroci de Cartago",20905
4116,"Heredia Centro",21001
4117,"Ciudad quesada,San Carlos",21002
4118,"El centro de SanRafael de Heredia",21003
4119,"Casa #3 Hatillo 8",21004
4120,"Oroci de Cartago",21005
4121,"Heredia Centro",21006
4122,"Ciudad quesada,San Carlos",21007
4123,"El centro de SanRafael de Heredia",21008
4124,"Casa #3 Hatillo 8",21009
4125,"Oroci de Cartago",21010
4126,"Heredia Centro",21011
4127,"Ciudad quesada,San Carlos",21012
4128,"El centro de SanRafael de Heredia",21013
4129,"Casa #3 Hatillo 8",21101
4130,"Oroci de Cartago",21102
4131,"Heredia Centro",21103
4132,"Ciudad quesada,San Carlos",21104
4133,"El centro de SanRafael de Heredia",21105
4134,"Casa #3 Hatillo 8",21106
4135,"Oroci de Cartago",21107
4136,"Heredia Centro",21201
4137,"Ciudad quesada,San Carlos",21202
4138,"El centro de SanRafael de Heredia",21203
4139,"Casa #3 Hatillo 8",21204
4140,"Oroci de Cartago",21205
4141,"Heredia Centro",21301
4142,"Ciudad quesada,San Carlos",21302
4143,"El centro de SanRafael de Heredia",21303
4144,"Casa #3 Hatillo 8",21304
4145,"Oroci de Cartago",21305
4146,"Heredia Centro",21306
4147,"Ciudad quesada,San Carlos",21307
4148,"El centro de SanRafael de Heredia",21308
4149,"Casa #3 Hatillo 8",21401
4150,"Oroci de Cartago",21402
4151,"Heredia Centro",21403
4152,"Ciudad quesada,San Carlos",21404
4153,"El centro de SanRafael de Heredia",21501
4154,"Casa #3 Hatillo 8",21502
4155,"Oroci de Cartago",21503
4156,"Heredia Centro",21504
4157,"Ciudad quesada,San Carlos",21601
4158,"El centro de SanRafael de Heredia",21602
4159,"Casa #3 Hatillo 8",21603
4160,"Oroci de Cartago",30101
4161,"Heredia Centro",30102
4162,"Ciudad quesada,San Carlos",30103
4163,"El centro de SanRafael de Heredia",30104
4164,"Casa #3 Hatillo 8",30105
4165,"Oroci de Cartago",30106
4166,"Heredia Centro",30107
4167,"Ciudad quesada,San Carlos",30108
4168,"El centro de SanRafael de Heredia",30109
4169,"Casa #3 Hatillo 8",30110
4170,"Oroci de Cartago",30111
4171,"Heredia Centro",30201
4172,"Ciudad quesada,San Carlos",30202
4173,"El centro de SanRafael de Heredia",30203
4174,"Casa #3 Hatillo 8",30204
4175,"Oroci de Cartago",30205
4176,"Heredia Centro",30206
4177,"Ciudad quesada,San Carlos",30301
4178,"El centro de SanRafael de Heredia",30302
4179,"Casa #3 Hatillo 8",30303
4180,"Oroci de Cartago",30304
4181,"Heredia Centro",30305
4182,"Ciudad quesada,San Carlos",30306
4183,"El centro de SanRafael de Heredia",30307
4184,"Casa #3 Hatillo 8",30308
4185,"Oroci de Cartago",30401
4186,"Heredia Centro",30402
4187,"Ciudad quesada,San Carlos",30403
4188,"El centro de SanRafael de Heredia",30501
4189,"Casa #3 Hatillo 8",30502
4190,"Oroci de Cartago",30503
4191,"Heredia Centro",30504
4192,"Ciudad quesada,San Carlos",30505
4193,"El centro de SanRafael de Heredia",30506
4194,"Casa #3 Hatillo 8",30507
4195,"Oroci de Cartago",30508
4196,"Heredia Centro",30509
4197,"Ciudad quesada,San Carlos",30510
4198,"El centro de SanRafael de Heredia",30511
4199,"Casa #3 Hatillo 8",30512
4200,"Oroci de Cartago",30601
4201,"Heredia Centro",30602
4202,"Ciudad quesada,San Carlos",30603
4203,"El centro de SanRafael de Heredia",30701
4204,"Casa #3 Hatillo 8",30702
4205,"Oroci de Cartago",30703
4206,"Heredia Centro",30704
4207,"Ciudad quesada,San Carlos",30705
4208,"El centro de SanRafael de Heredia",30801
4209,"Casa #3 Hatillo 8",30802
4210,"Oroci de Cartago",30803
4211,"Heredia Centro",30804
4212,"Ciudad quesada,San Carlos",40101
4213,"El centro de SanRafael de Heredia",40102
4214,"Casa #3 Hatillo 8",40103
4215,"Oroci de Cartago",40104
4216,"Heredia Centro",40105
4217,"Ciudad quesada,San Carlos",40201
4218,"El centro de SanRafael de Heredia",40202
4219,"Casa #3 Hatillo 8",40203
4220,"Oroci de Cartago",40204
4221,"Heredia Centro",40205
4222,"Ciudad quesada,San Carlos",40206
4223,"El centro de SanRafael de Heredia",40301
4224,"Casa #3 Hatillo 8",40302
4225,"Oroci de Cartago",40303
4226,"Heredia Centro",40304
4227,"Ciudad quesada,San Carlos",40305
4228,"El centro de SanRafael de Heredia",40306
4229,"Casa #3 Hatillo 8",40307
4230,"Oroci de Cartago",40308
4231,"Heredia Centro",40401
4232,"Ciudad quesada,San Carlos",40402
4233,"El centro de SanRafael de Heredia",40403
4234,"Casa #3 Hatillo 8",40404
4235,"Oroci de Cartago",40405
4236,"Heredia Centro",40406
4237,"Ciudad quesada,San Carlos",40501
4238,"El centro de SanRafael de Heredia",40502
4239,"Casa #3 Hatillo 8",40503
4240,"Oroci de Cartago",40504
4241,"Heredia Centro",40505
4242,"Ciudad quesada,San Carlos",40601
4243,"El centro de SanRafael de Heredia",40602
4244,"Casa #3 Hatillo 8",40603
4245,"Oroci de Cartago",40604
4246,"Heredia Centro",40701
4247,"Ciudad quesada,San Carlos",40702
4248,"El centro de SanRafael de Heredia",40703
4249,"Casa #3 Hatillo 8",40801
4250,"Oroci de Cartago",40802
4251,"Heredia Centro",40803
4252,"Ciudad quesada,San Carlos",40901
4253,"El centro de SanRafael de Heredia",40902
4254,"Casa #3 Hatillo 8",41001
4255,"Oroci de Cartago",41002
4256,"Heredia Centro",41003
4257,"Ciudad quesada,San Carlos",41004
4258,"El centro de SanRafael de Heredia",41005
4259,"Casa #3 Hatillo 8",50101
4260,"Oroci de Cartago",50102
4261,"Heredia Centro",50103
4262,"Ciudad quesada,San Carlos",50104
4263,"El centro de SanRafael de Heredia",50105
4264,"Casa #3 Hatillo 8",50201
4265,"Oroci de Cartago",50202
4266,"Heredia Centro",50203
4267,"Ciudad quesada,San Carlos",50204
4268,"El centro de SanRafael de Heredia",50205
4269,"Casa #3 Hatillo 8",50206
4270,"Oroci de Cartago",50207
4271,"Heredia Centro",50301
4272,"Ciudad quesada,San Carlos",50302
4273,"El centro de SanRafael de Heredia",50303
4274,"Casa #3 Hatillo 8",50304
4275,"Oroci de Cartago",50305
4276,"Heredia Centro",50306
4277,"Ciudad quesada,San Carlos",50307
4278,"El centro de SanRafael de Heredia",50308
4279,"Casa #3 Hatillo 8",50309
4280,"Oroci de Cartago",50401
4281,"Heredia Centro",50402
4282,"Ciudad quesada,San Carlos",50403
4283,"El centro de SanRafael de Heredia",50404
4284,"Casa #3 Hatillo 8",50501
4285,"Oroci de Cartago",50502
4286,"Heredia Centro",50503
4287,"Ciudad quesada,San Carlos",50504
4288,"El centro de SanRafael de Heredia",50601
4289,"Casa #3 Hatillo 8",50602
4290,"Oroci de Cartago",50603
4291,"Heredia Centro",50604
4292,"Ciudad quesada,San Carlos",50605
4293,"El centro de SanRafael de Heredia",50701
4294,"Casa #3 Hatillo 8",50702
4295,"Oroci de Cartago",50703
4296,"Heredia Centro",50704
4297,"Ciudad quesada,San Carlos",50801
4298,"El centro de SanRafael de Heredia",50802
4299,"Casa #3 Hatillo 8",50803
4300,"Oroci de Cartago",50804
4301,"Heredia Centro",50805
4302,"Ciudad quesada,San Carlos",50806
4303,"El centro de SanRafael de Heredia",50807
4304,"Casa #3 Hatillo 8",50808
4305,"Oroci de Cartago",50901
4306,"Heredia Centro",50902
4307,"Ciudad quesada,San Carlos",50903
4308,"El centro de SanRafael de Heredia",50904
4309,"Casa #3 Hatillo 8",50905
4310,"Oroci de Cartago",50906
4311,"Heredia Centro",51001
4312,"Ciudad quesada,San Carlos",51002
4313,"El centro de SanRafael de Heredia",51003
4314,"Casa #3 Hatillo 8",51004
4315,"Oroci de Cartago",51101
4316,"Heredia Centro",51102
4317,"Ciudad quesada,San Carlos",51103
4318,"El centro de SanRafael de Heredia",51104
4319,"Casa #3 Hatillo 8",51105
4320,"Oroci de Cartago",60101
4321,"Heredia Centro",60102
4322,"Ciudad quesada,San Carlos",60103
4323,"El centro de SanRafael de Heredia",60104
4324,"Casa #3 Hatillo 8",60105
4325,"Oroci de Cartago",60106
4326,"Heredia Centro",60107
4327,"Ciudad quesada,San Carlos",60108
4328,"El centro de SanRafael de Heredia",60110
4329,"Casa #3 Hatillo 8",60111
4330,"Oroci de Cartago",60112
4331,"Heredia Centro",60113
4332,"Ciudad quesada,San Carlos",60114
4333,"El centro de SanRafael de Heredia",60115
4334,"Casa #3 Hatillo 8",60116
4335,"Oroci de Cartago",60201
4336,"Heredia Centro",60202
4337,"Ciudad quesada,San Carlos",60203
4338,"El centro de SanRafael de Heredia",60204
4339,"Casa #3 Hatillo 8",60205
4340,"Oroci de Cartago",60206
4341,"Heredia Centro",60301
4342,"Ciudad quesada,San Carlos",60302
4343,"El centro de SanRafael de Heredia",60303
4344,"Casa #3 Hatillo 8",60304
4345,"Oroci de Cartago",60305
4346,"Heredia Centro",60306
4347,"Ciudad quesada,San Carlos",60307
4348,"El centro de SanRafael de Heredia",60308
4349,"Casa #3 Hatillo 8",60309
4350,"Oroci de Cartago",60401
4351,"Heredia Centro",60402
4352,"Ciudad quesada,San Carlos",60403
4353,"El centro de SanRafael de Heredia",60501
4354,"Casa #3 Hatillo 8",60502
4355,"Oroci de Cartago",60503
4356,"Heredia Centro",60504
4357,"Ciudad quesada,San Carlos",60505
4358,"El centro de SanRafael de Heredia",60506
4359,"Casa #3 Hatillo 8",60601
4360,"Oroci de Cartago",60602
4361,"Heredia Centro",60603
4362,"Ciudad quesada,San Carlos",60701
4363,"El centro de SanRafael de Heredia",60702
4364,"Casa #3 Hatillo 8",60703
4365,"Oroci de Cartago",60704
4366,"Heredia Centro",60801
4367,"Ciudad quesada,San Carlos",60802
4368,"El centro de SanRafael de Heredia",60803
4369,"Casa #3 Hatillo 8",60804
