"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
2084,2084,104,8/22/2015,15000,1500,15000,2084
2085,2085,105,8/23/2015,2000,1500,2000,2085
2086,2086,106,8/24/2015,3500,1500,3500,2086
2087,2087,107,8/25/2015,5000,1500,5000,2087
2088,2088,108,8/26/2015,15000,1500,15000,2088
2089,2089,109,8/27/2015,28500,1500,28500,2089
2090,2090,110,8/28/2015,2000,1500,2000,2090
2091,2091,111,8/29/2015,3500,1500,3500,2091
2092,2092,112,8/30/2015,5000,1500,5000,2092
2093,2093,113,8/31/2015,15000,1500,15000,2093
2094,2094,114,9/1/2015,28500,1500,28500,2094
2095,2095,115,9/2/2015,2000,1500,2000,2095
2096,2096,116,9/3/2015,3500,1500,3500,2096
2097,2097,117,9/4/2015,5000,1500,5000,2097
2098,2098,118,9/5/2015,15000,1500,15000,2098
2099,2099,119,9/6/2015,28500,1500,28500,2099
2100,2100,120,9/7/2015,2000,1500,2000,2100
2101,2101,121,9/8/2015,3500,1500,3500,2101
2102,2102,122,9/9/2015,5000,1500,5000,2102
2103,2103,123,9/10/2015,15000,1500,15000,2103
2104,2104,124,9/11/2015,28500,1500,28500,2104
2105,2105,125,9/12/2015,2000,1500,2000,2105
2106,2106,126,9/13/2015,3500,1500,3500,2106
2107,2107,127,9/14/2015,5000,1500,5000,2107
2108,2108,128,9/15/2015,15000,1500,15000,2108
2109,2109,129,9/16/2015,28500,1500,28500,2109
2110,2110,130,9/17/2015,2000,1500,2000,2110
2111,2111,131,9/18/2015,3500,1500,3500,2111
2112,2112,132,9/19/2015,5000,1500,5000,2112
2113,2113,133,9/20/2015,15000,1500,15000,2113
2114,2114,134,9/21/2015,28500,1500,28500,2114
2115,2115,135,9/22/2015,2000,1500,2000,2115
2116,2116,136,9/23/2015,3500,1500,3500,2116
2117,2117,137,9/24/2015,5000,1500,5000,2117
2118,2118,138,9/25/2015,15000,1500,15000,2118
2119,2119,139,9/26/2015,28500,1500,28500,2119
2120,2120,140,9/27/2015,2000,1500,2000,2120
2121,2121,141,9/28/2015,3500,1500,3500,2121
2122,2122,142,9/29/2015,5000,1500,5000,2122
2123,2123,143,9/30/2015,15000,1500,15000,2123
2124,2124,144,10/1/2015,28500,1500,28500,2124
2125,2125,145,10/2/2015,2000,1500,2000,2125
2126,2126,146,10/3/2015,3500,1500,3500,2126
2127,2127,147,10/4/2015,5000,1500,5000,2127
2128,2128,148,10/5/2015,15000,1500,15000,2128
2129,2129,149,10/6/2015,28500,1500,28500,2129
2130,2130,150,10/7/2015,2000,1500,2000,2130
2131,2131,151,10/8/2015,3500,1500,3500,2131
2132,2132,152,10/9/2015,5000,1500,5000,2132
2133,2133,153,10/10/2015,15000,1500,15000,2133
2134,2134,154,10/11/2015,28500,1500,28500,2134
2135,2135,155,10/12/2015,2000,1500,2000,2135
2136,2136,156,10/13/2015,3500,1500,3500,2136
2137,2137,157,10/14/2015,5000,1500,5000,2137
2138,2138,158,10/15/2015,15000,1500,15000,2138
2139,2139,159,10/16/2015,28500,1500,28500,2139
2140,2140,160,10/17/2015,2000,1500,2000,2140
2141,2141,161,10/18/2015,3500,1500,3500,2141
2142,2142,162,10/19/2015,5000,1500,5000,2142
2143,2143,163,10/20/2015,15000,1500,15000,2143
2144,2144,164,10/21/2015,28500,1500,28500,2144
2145,2145,165,10/22/2015,2000,1500,2000,2145
2146,2146,166,10/23/2015,3500,1500,3500,2146
2147,2147,167,10/24/2015,5000,1500,5000,2147
2148,2148,168,10/25/2015,15000,1500,15000,2148
2149,2149,169,10/26/2015,28500,1500,28500,2149
2150,2150,170,10/27/2015,2000,1500,2000,2150
2151,2151,171,10/28/2015,3500,1500,3500,2151
2152,2152,172,10/29/2015,5000,1500,5000,2152
2153,2153,173,10/30/2015,15000,1500,15000,2153
2154,2154,174,10/31/2015,28500,1500,28500,2154
2155,2155,175,11/1/2015,2000,1500,2000,2155
2156,2156,176,11/2/2015,3500,1500,3500,2156
2157,2157,177,11/3/2015,5000,1500,5000,2157
2158,2158,178,11/4/2015,15000,1500,15000,2158
2159,2159,179,11/5/2015,28500,1500,28500,2159
2160,2160,180,11/6/2015,2000,1500,2000,2160
2161,2161,181,11/7/2015,3500,1500,3500,2161
2162,2162,182,11/8/2015,5000,1500,5000,2162
2163,2163,183,11/9/2015,15000,1500,15000,2163
2164,2164,184,11/10/2015,28500,1500,28500,2164
2165,2165,185,11/11/2015,2000,1500,2000,2165
2166,2166,186,11/12/2015,3500,1500,3500,2166
2167,2167,187,11/13/2015,5000,1500,5000,2167
2168,2168,188,11/14/2015,15000,1500,15000,2168
2169,2169,189,11/15/2015,28500,1500,28500,2169
2170,2170,190,11/16/2015,2000,1500,2000,2170
2171,2171,191,11/17/2015,3500,1500,3500,2171
2172,2172,192,11/18/2015,5000,1500,5000,2172
2173,2173,193,11/19/2015,15000,1500,15000,2173
2174,2174,194,11/20/2015,28500,1500,28500,2174
2175,2175,195,11/21/2015,2000,1500,2000,2175
2176,2176,196,11/22/2015,3500,1500,3500,2176
2177,2177,197,11/23/2015,5000,1500,5000,2177
2178,2178,198,11/24/2015,15000,1500,15000,2178
2179,2179,199,11/25/2015,28500,1500,28500,2179
2180,2180,200,11/26/2015,2000,1500,2000,2180
2181,2181,201,11/27/2015,3500,1500,3500,2181
2182,2182,202,11/28/2015,5000,1500,5000,2182
2183,2183,203,11/29/2015,15000,1500,15000,2183
2184,2184,204,11/30/2015,28500,1500,28500,2184
2185,2185,205,12/1/2015,2000,1500,2000,2185
2186,2186,206,12/2/2015,3500,1500,3500,2186
2187,2187,207,12/3/2015,5000,1500,5000,2187
2188,2188,208,12/4/2015,15000,1500,15000,2188
2189,2189,209,12/5/2015,28500,1500,28500,2189
2190,2190,210,12/6/2015,2000,1500,2000,2190
2191,2191,211,12/7/2015,3500,1500,3500,2191
2192,2192,212,12/8/2015,5000,1500,5000,2192
2193,2193,213,12/9/2015,15000,1500,15000,2193
2194,2194,214,12/10/2015,28500,1500,28500,2194
2195,2195,215,12/11/2015,2000,1500,2000,2195
2196,2196,216,12/12/2015,3500,1500,3500,2196
2197,2197,217,12/13/2015,5000,1500,5000,2197
2198,2198,218,12/14/2015,15000,1500,15000,2198
2199,2199,219,12/15/2015,28500,1500,28500,2199
2200,2200,220,12/16/2015,2000,1500,2000,2200
2201,2201,221,12/17/2015,3500,1500,3500,2201
2202,2202,222,12/18/2015,5000,1500,5000,2202
2203,2203,223,12/19/2015,15000,1500,15000,2203
2204,2204,224,12/20/2015,28500,1500,28500,2204
2205,2205,225,12/21/2015,2000,1500,2000,2205
2206,2206,226,12/22/2015,3500,1500,3500,2206
2207,2207,227,12/23/2015,5000,1500,5000,2207
2208,2208,228,12/24/2015,15000,1500,15000,2208
2209,2209,229,12/25/2015,28500,1500,28500,2209
2210,2210,230,12/26/2015,2000,1500,2000,2210
2211,2211,231,12/27/2015,3500,1500,3500,2211
2212,2212,232,12/28/2015,5000,1500,5000,2212
2213,2213,233,12/29/2015,15000,1500,15000,2213
2214,2214,234,12/30/2015,28500,1500,28500,2214
2215,2215,235,12/31/2015,2000,1500,2000,2215
2216,2216,236,1/1/2016,3500,1500,3500,2216
2217,2217,237,1/2/2016,5000,1500,5000,2217
2218,2218,238,1/3/2016,15000,1500,15000,2218
2219,2219,239,1/4/2016,28500,1500,28500,2219
2220,2220,240,1/5/2016,2000,1500,2000,2220
2221,2221,241,1/6/2016,3500,1500,3500,2221
2222,2222,242,1/7/2016,5000,1500,5000,2222
2223,2223,243,1/8/2016,15000,1500,15000,2223
2224,2224,244,1/9/2016,28500,1500,28500,2224
2225,2225,245,1/10/2016,2000,1500,2000,2225
2226,2226,246,1/11/2016,3500,1500,3500,2226
2227,2227,247,1/12/2016,5000,1500,5000,2227
2228,2228,248,1/13/2016,15000,1500,15000,2228
2229,2229,249,1/14/2016,28500,1500,28500,2229
2230,2230,250,1/15/2016,2000,1500,2000,2230
2231,2231,251,1/16/2016,3500,1500,3500,2231
2232,2232,252,1/17/2016,5000,1500,5000,2232
2233,2233,253,1/18/2016,15000,1500,15000,2233
2234,2234,254,1/19/2016,28500,1500,28500,2234
2235,2235,255,1/20/2016,2000,1500,2000,2235
2236,2236,256,1/21/2016,3500,1500,3500,2236
2237,2237,257,1/22/2016,5000,1500,5000,2237
2238,2238,258,1/23/2016,15000,1500,15000,2238
2239,2239,259,1/24/2016,28500,1500,28500,2239
2240,2240,260,1/25/2016,2000,1500,2000,2240
2241,2241,261,1/26/2016,3500,1500,3500,2241
2242,2242,262,1/27/2016,5000,1500,5000,2242
2243,2243,263,1/28/2016,15000,1500,15000,2243
2244,2244,264,1/29/2016,28500,1500,28500,2244
2245,2245,265,1/30/2016,2000,1500,2000,2245
2246,2246,266,1/31/2016,3500,1500,3500,2246
2247,2247,267,2/1/2016,5000,1500,5000,2247
2248,2248,268,2/2/2016,15000,1500,15000,2248
2249,2249,269,2/3/2016,28500,1500,28500,2249
2250,2250,270,2/4/2016,2000,1500,2000,2250
2251,2251,271,2/5/2016,3500,1500,3500,2251
2252,2252,272,2/6/2016,5000,1500,5000,2252
2253,2253,273,2/7/2016,15000,1500,15000,2253
2254,2254,274,2/8/2016,28500,1500,28500,2254
2255,2255,275,2/9/2016,2000,1500,2000,2255
2256,2256,276,2/10/2016,3500,1500,3500,2256
2257,2257,277,2/11/2016,5000,1500,5000,2257
2258,2258,278,2/12/2016,15000,1500,15000,2258
2259,2259,279,2/13/2016,28500,1500,28500,2259
2260,2260,280,2/14/2016,2000,1500,2000,2260
2261,2261,281,2/15/2016,3500,1500,3500,2261
2262,2262,282,2/16/2016,5000,1500,5000,2262
2263,2263,283,2/17/2016,15000,1500,15000,2263
2264,2264,284,2/18/2016,2000,1500,2000,2264
2265,2265,285,2/19/2016,3500,1500,3500,2265
2266,2266,286,2/20/2016,5000,1500,5000,2266
2267,2267,287,2/21/2016,15000,1500,15000,2267
2268,2268,288,2/22/2016,28500,1500,28500,2268
2269,2269,289,2/23/2016,2000,1500,2000,2269
2270,2270,290,2/24/2016,3500,1500,3500,2270
2271,2271,291,2/25/2016,5000,1500,5000,2271
2272,2272,292,2/26/2016,15000,1500,15000,2272
2273,2273,293,2/27/2016,28500,1500,28500,2273
2274,2274,294,2/28/2016,2000,1500,2000,2274
2275,2275,295,2/29/2016,3500,1500,3500,2275
2276,2276,296,3/1/2016,5000,1500,5000,2276
2277,2277,297,3/2/2016,15000,1500,15000,2277
2278,2278,298,3/3/2016,28500,1500,28500,2278
2279,2279,299,3/4/2016,2000,1500,2000,2279
2280,2280,300,3/5/2016,3500,1500,3500,2280
2281,2281,301,3/6/2016,5000,1500,5000,2281
2282,2282,302,3/7/2016,15000,1500,15000,2282
2283,2283,303,3/8/2016,28500,1500,28500,2283
2284,2284,304,3/9/2016,2000,1500,2000,2284
2285,2285,305,3/10/2016,3500,1500,3500,2285
2286,2286,306,3/11/2016,5000,1500,5000,2286
2287,2287,307,3/12/2016,15000,1500,15000,2287
2288,2288,308,3/13/2016,28500,1500,28500,2288
2289,2289,309,3/14/2016,2000,1500,2000,2289
2290,2290,310,3/15/2016,3500,1500,3500,2290
2291,2291,311,3/16/2016,5000,1500,5000,2291
2292,2292,312,3/17/2016,15000,1500,15000,2292
2293,2293,313,3/18/2016,28500,1500,28500,2293
2294,2294,314,3/19/2016,2000,1500,2000,2294
2295,2295,315,3/20/2016,3500,1500,3500,2295
2296,2296,316,3/21/2016,5000,1500,5000,2296
2297,2297,317,3/22/2016,15000,1500,15000,2297
2298,2298,318,3/23/2016,28500,1500,28500,2298
2299,2299,319,3/24/2016,2000,1500,2000,2299
2300,2300,320,3/25/2016,3500,1500,3500,2300
2301,2301,321,3/26/2016,5000,1500,5000,2301
2302,2302,322,3/27/2016,15000,1500,15000,2302
2303,2303,323,3/28/2016,28500,1500,28500,2303
2304,2304,324,3/29/2016,2000,1500,2000,2304
2305,2305,325,3/30/2016,3500,1500,3500,2305
2306,2306,326,3/31/2016,5000,1500,5000,2306
2307,2307,327,4/1/2016,15000,1500,15000,2307
2308,2308,328,4/2/2016,28500,1500,28500,2308
2309,2309,329,4/3/2016,2000,1500,2000,2309
2310,2310,330,4/4/2016,3500,1500,3500,2310
2311,2311,331,4/5/2016,5000,1500,5000,2311
2312,2312,332,4/6/2016,15000,1500,15000,2312
2313,2313,333,4/7/2016,28500,1500,28500,2313
2314,2314,334,4/8/2016,2000,1500,2000,2314
2315,2315,335,4/9/2016,3500,1500,3500,2315
2316,2316,336,4/10/2016,5000,1500,5000,2316
2317,2317,337,4/11/2016,15000,1500,15000,2317
2318,2318,338,4/12/2016,28500,1500,28500,2318
2319,2319,339,4/13/2016,2000,1500,2000,2319
2320,2320,340,4/14/2016,3500,1500,3500,2320
2321,2321,341,4/15/2016,5000,1500,5000,2321
2322,2322,342,4/16/2016,15000,1500,15000,2322
2323,2323,343,4/17/2016,28500,1500,28500,2323
2324,2324,344,4/18/2016,2000,1500,2000,2324
2325,2325,345,4/19/2016,3500,1500,3500,2325
2326,2326,346,4/20/2016,5000,1500,5000,2326
2327,2327,347,4/21/2016,15000,1500,15000,2327
2328,2328,348,4/22/2016,28500,1500,28500,2328
2329,2329,349,4/23/2016,2000,1500,2000,2329
2330,2330,350,4/24/2016,3500,1500,3500,2330
2331,2331,351,4/25/2016,5000,1500,5000,2331
2332,2332,352,4/26/2016,15000,1500,15000,2332
2333,2333,353,4/27/2016,28500,1500,28500,2333
2334,2334,354,4/28/2016,2000,1500,2000,2334
2335,2335,355,4/29/2016,3500,1500,3500,2335
2336,2336,356,4/30/2016,5000,1500,5000,2336
2337,2337,357,5/1/2016,15000,1500,15000,2337
2338,2338,358,5/2/2016,28500,1500,28500,2338
2339,2339,359,5/3/2016,2000,1500,2000,2339
2340,2340,360,5/4/2016,3500,1500,3500,2340
2341,2341,361,5/5/2016,5000,1500,5000,2341
2342,2342,362,5/6/2016,15000,1500,15000,2342
2343,2343,363,5/7/2016,28500,1500,28500,2343
2344,2344,364,5/8/2016,2000,1500,2000,2344
2345,2345,365,5/9/2016,3500,1500,3500,2345
2346,2346,366,5/10/2016,5000,1500,5000,2346
2347,2347,367,5/11/2016,15000,1500,15000,2347
2348,2348,368,5/12/2016,28500,1500,28500,2348
2349,2349,369,5/13/2016,2000,1500,2000,2349
2350,2350,370,5/14/2016,3500,1500,3500,2350
2351,2351,371,5/15/2016,5000,1500,5000,2351
2352,2352,372,5/16/2016,15000,1500,15000,2352
2353,2353,373,5/17/2016,28500,1500,28500,2353
2354,2354,374,5/18/2016,2000,1500,2000,2354
2355,2355,375,5/19/2016,3500,1500,3500,2355
2356,2356,376,5/20/2016,5000,1500,5000,2356
2357,2357,377,5/21/2016,15000,1500,15000,2357
2358,2358,378,5/22/2016,28500,1500,28500,2358
2359,2359,379,5/23/2016,2000,1500,2000,2359
2360,2360,380,5/24/2016,3500,1500,3500,2360
2361,2361,381,5/25/2016,5000,1500,5000,2361
2362,2362,382,5/26/2016,15000,1500,15000,2362
2363,2363,383,5/27/2016,28500,1500,28500,2363
2364,2364,384,5/28/2016,2000,1500,2000,2364
2365,2365,385,5/29/2016,3500,1500,3500,2365
2366,2366,386,5/30/2016,5000,1500,5000,2366
2367,2367,387,5/31/2016,15000,1500,15000,2367
2368,2368,388,6/1/2016,28500,1500,28500,2368
2369,2369,389,6/2/2016,2000,1500,2000,2369
2370,2370,390,6/3/2016,3500,1500,3500,2370
2371,2371,391,6/4/2016,5000,1500,5000,2371
2372,2372,392,6/5/2016,15000,1500,15000,2372
2373,2373,393,6/6/2016,28500,1500,28500,2373
2374,2374,394,6/7/2016,2000,1500,2000,2374
2375,2375,395,6/8/2016,3500,1500,3500,2375
2376,2376,396,6/9/2016,5000,1500,5000,2376
2377,2377,397,6/10/2016,15000,1500,15000,2377
2378,2378,398,6/11/2016,28500,1500,28500,2378
2379,2379,399,6/12/2016,2000,1500,2000,2379
2380,2380,400,6/13/2016,3500,1500,3500,2380
2381,2381,401,6/14/2016,5000,1500,5000,2381
2382,2382,402,6/15/2016,15000,1500,15000,2382
2383,2383,403,6/16/2016,28500,1500,28500,2383
2384,2384,404,6/17/2016,2000,1500,2000,2384
2385,2385,405,6/18/2016,3500,1500,3500,2385
2386,2386,406,6/19/2016,5000,1500,5000,2386
2387,2387,407,6/20/2016,15000,1500,15000,2387
2388,2388,408,6/21/2016,28500,1500,28500,2388
2389,2389,409,6/22/2016,2000,1500,2000,2389
2390,2390,410,6/23/2016,3500,1500,3500,2390
2391,2391,411,6/24/2016,5000,1500,5000,2391
2392,2392,412,6/25/2016,15000,1500,15000,2392
2393,2393,413,6/26/2016,28500,1500,28500,2393
2394,2394,414,6/27/2016,2000,1500,2000,2394
2395,2395,415,6/28/2016,3500,1500,3500,2395
2396,2396,416,6/29/2016,5000,1500,5000,2396
2397,2397,417,6/30/2016,15000,1500,15000,2397
2398,2398,418,7/1/2016,28500,1500,28500,2398
2399,2399,419,7/2/2016,2000,1500,2000,2399
2400,2400,420,7/3/2016,3500,1500,3500,2400
2401,2401,421,7/4/2016,5000,1500,5000,2401
2402,2402,422,7/5/2016,15000,1500,15000,2402
2403,2403,423,7/6/2016,28500,1500,28500,2403
2404,2404,424,7/7/2016,2000,1500,2000,2404
2405,2405,425,7/8/2016,3500,1500,3500,2405
2406,2406,426,7/9/2016,5000,1500,5000,2406
2407,2407,427,7/10/2016,15000,1500,15000,2407
2408,2408,428,7/11/2016,28500,1500,28500,2408
2409,2409,429,7/12/2016,2000,1500,2000,2409
2410,2410,430,7/13/2016,3500,1500,3500,2410
2411,2411,431,7/14/2016,5000,1500,5000,2411
2412,2412,432,7/15/2016,15000,1500,15000,2412
2413,2413,433,7/16/2016,28500,1500,28500,2413
2414,2414,434,7/17/2016,2000,1500,2000,2414
2415,2415,435,7/18/2016,3500,1500,3500,2415
2416,2416,436,7/19/2016,5000,1500,5000,2416
2417,2417,437,7/20/2016,15000,1500,15000,2417
2418,2418,438,7/21/2016,28500,1500,28500,2418
2419,2419,439,7/22/2016,2000,1500,2000,2419
2420,2420,440,7/23/2016,3500,1500,3500,2420
2421,2421,441,7/24/2016,5000,1500,5000,2421
2422,2422,442,7/25/2016,15000,1500,15000,2422
2423,2423,443,7/26/2016,28500,1500,28500,2423
2424,2424,444,7/27/2016,2000,1500,2000,2424
2425,2425,445,7/28/2016,3500,1500,3500,2425
2426,2426,446,7/29/2016,5000,1500,5000,2426
2427,2427,447,7/30/2016,15000,1500,15000,2427
2428,2428,448,7/31/2016,28500,1500,28500,2428
2429,2429,449,8/1/2016,2000,1500,2000,2429
2430,2430,450,8/2/2016,3500,1500,3500,2430
2431,2431,451,8/3/2016,5000,1500,5000,2431
2432,2432,452,8/4/2016,2000,1500,2000,2432
2433,2433,453,8/5/2016,3500,1500,3500,2433
2434,2434,454,8/6/2016,5000,1500,5000,2434
2435,2435,455,8/7/2016,15000,1500,15000,2435
2436,2436,456,8/8/2016,28500,1500,28500,2436
2437,2437,457,8/9/2016,2000,1500,2000,2437
2438,2438,458,8/10/2016,3500,1500,3500,2438
2439,2439,459,8/11/2016,5000,1500,5000,2439
2440,2440,460,8/12/2016,15000,1500,15000,2440
2441,2441,461,8/13/2016,28500,1500,28500,2441
2442,2442,462,8/14/2016,2000,1500,2000,2442
2443,2443,463,8/15/2016,3500,1500,3500,2443
2444,2444,464,8/16/2016,5000,1500,5000,2444
2445,2445,465,8/17/2016,15000,1500,15000,2445
2446,2446,466,8/18/2016,28500,1500,28500,2446
2447,2447,467,8/19/2016,2000,1500,2000,2447
2448,2448,468,8/20/2016,3500,1500,3500,2448
2449,2449,469,8/21/2016,5000,1500,5000,2449
2450,2450,470,8/22/2016,15000,1500,15000,2450
2451,2451,471,8/23/2016,28500,1500,28500,2451
2452,2452,472,8/24/2016,2000,1500,2000,2452
2453,2453,473,8/25/2016,3500,1500,3500,2453
2454,2454,474,8/26/2016,5000,1500,5000,2454
2455,2455,475,8/27/2016,15000,1500,15000,2455
2456,2456,476,8/28/2016,28500,1500,28500,2456
2457,2457,477,8/29/2016,2000,1500,2000,2457
2458,2458,478,8/30/2016,3500,1500,3500,2458
2459,2459,479,8/31/2016,5000,1500,5000,2459
2460,2460,480,9/1/2016,15000,1500,15000,2460
2461,2461,481,9/2/2016,28500,1500,28500,2461
2462,2462,482,9/3/2016,2000,1500,2000,2462
2463,2463,483,9/4/2016,3500,1500,3500,2463
2464,2464,484,9/5/2016,5000,1500,5000,2464
2465,2465,485,9/6/2016,15000,1500,15000,2465
2466,2466,486,9/7/2016,28500,1500,28500,2466
2467,2467,487,9/8/2016,2000,1500,2000,2467
2468,2468,488,9/9/2016,3500,1500,3500,2468
2469,2469,489,9/10/2016,5000,1500,5000,2469
2470,2470,490,9/11/2016,15000,1500,15000,2470
2471,2471,491,9/12/2016,28500,1500,28500,2471
2472,2472,492,9/13/2016,2000,1500,2000,2472
2473,2473,493,9/14/2016,3500,1500,3500,2473
2474,2474,494,9/15/2016,5000,1500,5000,2474
2475,2475,495,9/16/2016,15000,1500,15000,2475
2476,2476,496,9/17/2016,28500,1500,28500,2476
2477,2477,497,9/18/2016,2000,1500,2000,2477
2478,2478,498,9/19/2016,3500,1500,3500,2478
2479,2479,499,9/20/2016,5000,1500,5000,2479
2480,2480,500,9/21/2016,15000,1500,15000,2480
2481,2481,501,9/22/2016,28500,1500,28500,2481
2482,2482,502,9/23/2016,2000,1500,2000,2482
2483,2483,503,9/24/2016,3500,1500,3500,2483
2484,2484,504,9/25/2016,5000,1500,5000,2484
2485,2485,505,9/26/2016,15000,1500,15000,2485
2486,2486,506,9/27/2016,28500,1500,28500,2486
2487,2487,507,9/28/2016,2000,1500,2000,2487
2488,2488,508,9/29/2016,3500,1500,3500,2488
2489,2489,509,9/30/2016,5000,1500,5000,2489
2490,2490,510,10/1/2016,15000,1500,15000,2490
2491,2491,511,10/2/2016,28500,1500,28500,2491
2492,2492,512,10/3/2016,2000,1500,2000,2492
2493,2493,513,10/4/2016,3500,1500,3500,2493
2494,2494,514,10/5/2016,5000,1500,5000,2494
2495,2495,515,10/6/2016,15000,1500,15000,2495
2496,2496,516,10/7/2016,28500,1500,28500,2496
2497,2497,517,10/8/2016,2000,1500,2000,2497
2498,2498,518,10/9/2016,3500,1500,3500,2498
2499,2499,519,10/10/2016,5000,1500,5000,2499
2500,2500,520,10/11/2016,15000,1500,15000,2500
2501,2501,521,10/12/2016,28500,1500,28500,2501
2502,2502,522,10/13/2016,2000,1500,2000,2502
2503,2503,523,10/14/2016,3500,1500,3500,2503
2504,2504,524,10/15/2016,5000,1500,5000,2504
2505,2505,525,10/16/2016,15000,1500,15000,2505
2506,2506,526,10/17/2016,28500,1500,28500,2506
2507,2507,527,10/18/2016,2000,1500,2000,2507
2508,2508,528,10/19/2016,3500,1500,3500,2508
2509,2509,529,10/20/2016,5000,1500,5000,2509
2510,2510,530,10/21/2016,15000,1500,15000,2510
2511,2511,531,10/22/2016,28500,1500,28500,2511
2512,2512,532,10/23/2016,2000,1500,2000,2512
2513,2513,533,10/24/2016,3500,1500,3500,2513
2514,2514,534,10/25/2016,5000,1500,5000,2514
2515,2515,535,10/26/2016,15000,1500,15000,2515
2516,2516,536,10/27/2016,28500,1500,28500,2516
2517,2517,537,10/28/2016,2000,1500,2000,2517
2518,2518,538,10/29/2016,3500,1500,3500,2518
2519,2519,539,10/30/2016,5000,1500,5000,2519
2520,2520,540,10/31/2016,15000,1500,15000,2520
2521,2521,541,11/1/2016,28500,1500,28500,2521
2522,2522,542,11/2/2016,2000,1500,2000,2522
2523,2523,543,11/3/2016,3500,1500,3500,2523
2524,2524,544,11/4/2016,5000,1500,5000,2524
2525,2525,545,11/5/2016,15000,1500,15000,2525
2526,2526,546,11/6/2016,28500,1500,28500,2526
2527,2527,547,11/7/2016,2000,1500,2000,2527
2528,2528,548,11/8/2016,3500,1500,3500,2528
2529,2529,549,11/9/2016,5000,1500,5000,2529
2530,2530,550,11/10/2016,15000,1500,15000,2530
2531,2531,551,11/11/2016,28500,1500,28500,2531
2532,2532,552,11/12/2016,2000,1500,2000,2532
2533,2533,553,11/13/2016,3500,1500,3500,2533
2534,2534,554,11/14/2016,5000,1500,5000,2534
2535,2535,555,11/15/2016,15000,1500,15000,2535
2536,2536,556,11/16/2016,28500,1500,28500,2536
2537,2537,557,11/17/2016,2000,1500,2000,2537
2538,2538,558,11/18/2016,3500,1500,3500,2538
2539,2539,559,11/19/2016,5000,1500,5000,2539
2540,2540,560,11/20/2016,15000,1500,15000,2540
2541,2541,561,11/21/2016,28500,1500,28500,2541
2542,2542,562,11/22/2016,2000,1500,2000,2542
2543,2543,563,11/23/2016,3500,1500,3500,2543
2544,2544,564,11/24/2016,5000,1500,5000,2544
2545,2545,565,11/25/2016,15000,1500,15000,2545
2546,2546,566,11/26/2016,28500,1500,28500,2546
2547,2547,567,11/27/2016,2000,1500,2000,2547
2548,2548,568,11/28/2016,3500,1500,3500,2548
2549,2549,569,11/29/2016,5000,1500,5000,2549
2550,2550,570,11/30/2016,15000,1500,15000,2550
2551,2551,571,12/1/2016,28500,1500,28500,2551
2552,2552,572,12/2/2016,2000,1500,2000,2552
2553,2553,573,12/3/2016,3500,1500,3500,2553
2554,2554,574,12/4/2016,5000,1500,5000,2554
2555,2555,575,12/5/2016,15000,1500,15000,2555
2556,2556,576,12/6/2016,28500,1500,28500,2556
2557,2557,577,12/7/2016,2000,1500,2000,2557
2558,2558,578,12/8/2016,3500,1500,3500,2558
2559,2559,579,12/9/2016,5000,1500,5000,2559
2560,2560,580,12/10/2016,15000,1500,15000,2560
2561,2561,581,12/11/2016,28500,1500,28500,2561
2562,2562,582,12/12/2016,2000,1500,2000,2562
2563,2563,583,12/13/2016,3500,1500,3500,2563
2564,2564,584,12/14/2016,5000,1500,5000,2564
2565,2565,585,12/15/2016,15000,1500,15000,2565
2566,2566,586,12/16/2016,28500,1500,28500,2566
2567,2567,587,12/17/2016,2000,1500,2000,2567
2568,2568,588,12/18/2016,3500,1500,3500,2568
2569,2569,589,12/19/2016,5000,1500,5000,2569
2570,2570,590,12/20/2016,15000,1500,15000,2570
2571,2571,591,12/21/2016,28500,1500,28500,2571
2572,2572,592,12/22/2016,2000,1500,2000,2572
2573,2573,593,12/23/2016,3500,1500,3500,2573
2574,2574,594,12/24/2016,5000,1500,5000,2574
2575,2575,595,12/25/2016,15000,1500,15000,2575
2576,2576,596,12/26/2016,28500,1500,28500,2576
