IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
3619,3619,3619,ENTREGADO,11/4/2019
3620,3620,3620,EN PROCESO,11/5/2019
3621,3621,3621,EN PROCESO,11/6/2019
3622,3622,3622,ENTREGADO,11/7/2019
3623,3623,3623,EN PROCESO,11/8/2019
3624,3624,3624,ENTREGADO,11/9/2019
3625,3625,3625,EN PROCESO,11/10/2019
3626,3626,3626,EN PROCESO,11/11/2019
3627,3627,3627,ENTREGADO,11/12/2019
3628,3628,3628,EN PROCESO,11/13/2019
3629,3629,3629,ENTREGADO,11/14/2019
3630,3630,3630,EN PROCESO,11/15/2019
3631,3631,3631,EN PROCESO,11/16/2019
3632,3632,3632,ENTREGADO,11/17/2019
3633,3633,3633,EN PROCESO,11/18/2019
3634,3634,3634,ENTREGADO,11/19/2019
3635,3635,3635,EN PROCESO,11/20/2019
3636,3636,3636,EN PROCESO,11/21/2019
3637,3637,3637,ENTREGADO,11/22/2019
3638,3638,3638,EN PROCESO,11/23/2019
3639,3639,3639,ENTREGADO,11/24/2019
3640,3640,3640,EN PROCESO,11/25/2019
3641,3641,3641,EN PROCESO,11/26/2019
3642,3642,3642,ENTREGADO,11/27/2019
3643,3643,3643,EN PROCESO,11/28/2019
3644,3644,3644,ENTREGADO,11/29/2019
3645,3645,3645,EN PROCESO,11/30/2019
3646,3646,3646,EN PROCESO,12/1/2019
3647,3647,3647,ENTREGADO,12/2/2019
3648,3648,3648,EN PROCESO,12/3/2019
3649,3649,3649,ENTREGADO,12/4/2019
3650,3650,3650,EN PROCESO,12/5/2019
3651,3651,3651,EN PROCESO,12/6/2019
3652,3652,3652,ENTREGADO,12/7/2019
3653,3653,3653,EN PROCESO,12/8/2019
3654,3654,3654,ENTREGADO,12/9/2019
3655,3655,3655,EN PROCESO,12/10/2019
3656,3656,3656,EN PROCESO,12/11/2019
3657,3657,3657,ENTREGADO,12/12/2019
3658,3658,3658,EN PROCESO,12/13/2019
3659,3659,3659,ENTREGADO,12/14/2019
3660,3660,3660,EN PROCESO,12/15/2019
3661,3661,3661,EN PROCESO,12/16/2019
3662,3662,3662,ENTREGADO,12/17/2019
3663,3663,3663,EN PROCESO,12/18/2019
3664,3664,3664,ENTREGADO,12/19/2019
3665,3665,3665,EN PROCESO,12/20/2019
3666,3666,3666,EN PROCESO,12/21/2019
3667,3667,3667,ENTREGADO,12/22/2019
3668,3668,3668,EN PROCESO,12/23/2019
3669,3669,3669,ENTREGADO,12/24/2019
3670,3670,3670,EN PROCESO,12/25/2019
3671,3671,3671,EN PROCESO,12/26/2019
3672,3672,3672,ENTREGADO,12/27/2019
3673,3673,3673,EN PROCESO,12/28/2019
3674,3674,3674,ENTREGADO,12/29/2019
3675,3675,3675,EN PROCESO,12/30/2019
3676,3676,3676,EN PROCESO,12/31/2019
3677,3677,3677,ENTREGADO,1/1/2020
3678,3678,3678,EN PROCESO,1/2/2020
3679,3679,3679,ENTREGADO,1/3/2020
3680,3680,3680,EN PROCESO,1/4/2020
3681,3681,3681,EN PROCESO,1/5/2020
3682,3682,3682,ENTREGADO,1/6/2020
3683,3683,3683,EN PROCESO,1/7/2020
3684,3684,3684,ENTREGADO,1/8/2020
3685,3685,3685,EN PROCESO,1/9/2020
3686,3686,3686,EN PROCESO,1/10/2020
3687,3687,3687,ENTREGADO,1/11/2020
3688,3688,3688,EN PROCESO,1/12/2020
3689,3689,3689,ENTREGADO,1/13/2020
3690,3690,3690,EN PROCESO,1/14/2020
3691,3691,3691,EN PROCESO,1/15/2020
3692,3692,3692,ENTREGADO,1/16/2020
3693,3693,3693,EN PROCESO,1/17/2020
3694,3694,3694,ENTREGADO,1/18/2020
3695,3695,3695,EN PROCESO,1/19/2020
3696,3696,3696,EN PROCESO,1/20/2020
3697,3697,3697,ENTREGADO,1/21/2020
3698,3698,3698,EN PROCESO,1/22/2020
3699,3699,3699,ENTREGADO,1/23/2020
3700,3700,3700,EN PROCESO,1/24/2020
3701,3701,3701,EN PROCESO,1/25/2020
3702,3702,3702,ENTREGADO,1/26/2020
3703,3703,3703,EN PROCESO,1/27/2020
3704,3704,3704,ENTREGADO,1/28/2020
3705,3705,3705,EN PROCESO,1/29/2020
3706,3706,3706,EN PROCESO,1/30/2020
3707,3707,3707,ENTREGADO,1/31/2020
3708,3708,3708,EN PROCESO,2/1/2020
3709,3709,3709,ENTREGADO,2/2/2020
3710,3710,3710,EN PROCESO,2/3/2020
3711,3711,3711,EN PROCESO,2/4/2020
3712,3712,3712,ENTREGADO,2/5/2020
3713,3713,3713,EN PROCESO,2/6/2020
3714,3714,3714,ENTREGADO,2/7/2020
3715,3715,3715,EN PROCESO,2/8/2020
3716,3716,3716,EN PROCESO,2/9/2020
3717,3717,3717,ENTREGADO,2/10/2020
3718,3718,3718,EN PROCESO,2/11/2020
3719,3719,3719,ENTREGADO,2/12/2020
3720,3720,3720,EN PROCESO,2/13/2020
3721,3721,3721,EN PROCESO,2/14/2020
3722,3722,3722,ENTREGADO,2/15/2020
3723,3723,3723,EN PROCESO,2/16/2020
3724,3724,3724,ENTREGADO,2/17/2020
3725,3725,3725,EN PROCESO,2/18/2020
3726,3726,3726,EN PROCESO,2/19/2020
3727,3727,3727,ENTREGADO,2/20/2020
3728,3728,3728,EN PROCESO,2/21/2020
3729,3729,3729,ENTREGADO,2/22/2020
3730,3730,3730,EN PROCESO,2/23/2020
3731,3731,3731,EN PROCESO,2/24/2020
3732,3732,3732,ENTREGADO,2/25/2020
3733,3733,3733,EN PROCESO,2/26/2020
3734,3734,3734,ENTREGADO,2/27/2020
3735,3735,3735,EN PROCESO,2/28/2020
3736,3736,3736,EN PROCESO,2/29/2020
3737,3737,3737,ENTREGADO,3/1/2020
3738,3738,3738,EN PROCESO,3/2/2020
3739,3739,3739,ENTREGADO,3/3/2020
3740,3740,3740,EN PROCESO,3/4/2020
3741,3741,3741,EN PROCESO,3/5/2020
3742,3742,3742,ENTREGADO,3/6/2020
3743,3743,3743,EN PROCESO,3/7/2020
3744,3744,3744,ENTREGADO,3/8/2020
3745,3745,3745,EN PROCESO,3/9/2020
3746,3746,3746,EN PROCESO,3/10/2020
3747,3747,3747,ENTREGADO,3/11/2020
3748,3748,3748,EN PROCESO,3/12/2020
3749,3749,3749,ENTREGADO,3/13/2020
3750,3750,3750,EN PROCESO,3/14/2020
3751,3751,3751,EN PROCESO,3/15/2020
3752,3752,3752,ENTREGADO,3/16/2020
3753,3753,3753,EN PROCESO,3/17/2020
3754,3754,3754,ENTREGADO,3/18/2020
3755,3755,3755,EN PROCESO,3/19/2020
3756,3756,3756,EN PROCESO,3/20/2020
3757,3757,3757,ENTREGADO,3/21/2020
3758,3758,3758,EN PROCESO,3/22/2020
3759,3759,3759,ENTREGADO,3/23/2020
3760,3760,3760,EN PROCESO,3/24/2020
3761,3761,3761,EN PROCESO,3/25/2020
3762,3762,3762,ENTREGADO,3/26/2020
3763,3763,3763,EN PROCESO,3/27/2020
3764,3764,3764,ENTREGADO,3/28/2020
3765,3765,3765,EN PROCESO,3/29/2020
3766,3766,3766,EN PROCESO,3/30/2020
3767,3767,3767,ENTREGADO,3/31/2020
3768,3768,3768,EN PROCESO,4/1/2020
3769,3769,3769,ENTREGADO,4/2/2020
3770,3770,3770,EN PROCESO,4/3/2020
3771,3771,3771,EN PROCESO,4/4/2020
3772,3772,3772,ENTREGADO,4/5/2020
3773,3773,3773,EN PROCESO,4/6/2020
3774,3774,3774,ENTREGADO,4/7/2020
3775,3775,3775,EN PROCESO,4/8/2020
3776,3776,3776,EN PROCESO,4/9/2020
3777,3777,3777,ENTREGADO,4/10/2020
3778,3778,3778,EN PROCESO,4/11/2020
3779,3779,3779,ENTREGADO,4/12/2020
3780,3780,3780,EN PROCESO,4/13/2020
3781,3781,3781,EN PROCESO,4/14/2020
3782,3782,3782,ENTREGADO,4/15/2020
3783,3783,3783,EN PROCESO,4/16/2020
3784,3784,3784,ENTREGADO,4/17/2020
3785,3785,3785,EN PROCESO,4/18/2020
3786,3786,3786,EN PROCESO,4/19/2020
3787,3787,3787,ENTREGADO,4/20/2020
3788,3788,3788,EN PROCESO,4/21/2020
3789,3789,3789,ENTREGADO,4/22/2020
3790,3790,3790,EN PROCESO,4/23/2020
3791,3791,3791,EN PROCESO,4/24/2020
3792,3792,3792,ENTREGADO,4/25/2020
3793,3793,3793,EN PROCESO,4/26/2020
3794,3794,3794,ENTREGADO,4/27/2020
3795,3795,3795,EN PROCESO,4/28/2020
3796,3796,3796,EN PROCESO,4/29/2020
3797,3797,3797,ENTREGADO,4/30/2020
3798,3798,3798,EN PROCESO,5/1/2020
3799,3799,3799,ENTREGADO,5/2/2020
3800,3800,3800,EN PROCESO,5/3/2020
3801,3801,3801,EN PROCESO,5/4/2020
3802,3802,3802,ENTREGADO,5/5/2020
3803,3803,3803,EN PROCESO,5/6/2020
3804,3804,3804,ENTREGADO,5/7/2020
3805,3805,3805,EN PROCESO,5/8/2020
3806,3806,3806,EN PROCESO,5/9/2020
3807,3807,3807,ENTREGADO,5/10/2020
3808,3808,3808,EN PROCESO,5/11/2020
3809,3809,3809,ENTREGADO,5/12/2020
3810,3810,3810,EN PROCESO,5/13/2020
3811,3811,3811,EN PROCESO,5/14/2020
3812,3812,3812,ENTREGADO,5/15/2020
3813,3813,3813,EN PROCESO,5/16/2020
3814,3814,3814,ENTREGADO,5/17/2020
3815,3815,3815,EN PROCESO,5/18/2020
3816,3816,3816,EN PROCESO,5/19/2020
3817,3817,3817,ENTREGADO,5/20/2020
3818,3818,3818,EN PROCESO,5/21/2020
3819,3819,3819,ENTREGADO,5/22/2020
3820,3820,3820,EN PROCESO,5/23/2020
3821,3821,3821,EN PROCESO,5/24/2020
3822,3822,3822,ENTREGADO,5/25/2020
3823,3823,3823,EN PROCESO,5/26/2020
3824,3824,3824,ENTREGADO,5/27/2020
3825,3825,3825,EN PROCESO,5/28/2020
3826,3826,3826,EN PROCESO,5/29/2020
3827,3827,3827,ENTREGADO,5/30/2020
3828,3828,3828,EN PROCESO,5/31/2020
3829,3829,3829,ENTREGADO,6/1/2020
3830,3830,3830,EN PROCESO,6/2/2020
3831,3831,3831,EN PROCESO,6/3/2020
3832,3832,3832,ENTREGADO,6/4/2020
3833,3833,3833,EN PROCESO,6/5/2020
3834,3834,3834,ENTREGADO,6/6/2020
3835,3835,3835,EN PROCESO,6/7/2020
3836,3836,3836,EN PROCESO,6/8/2020
3837,3837,3837,ENTREGADO,6/9/2020
3838,3838,3838,EN PROCESO,6/10/2020
3839,3839,3839,ENTREGADO,6/11/2020
3840,3840,3840,EN PROCESO,6/12/2020
3841,3841,3841,EN PROCESO,6/13/2020
3842,3842,3842,ENTREGADO,6/14/2020
3843,3843,3843,EN PROCESO,6/15/2020
3844,3844,3844,ENTREGADO,6/16/2020
3845,3845,3845,EN PROCESO,6/17/2020
3846,3846,3846,EN PROCESO,6/18/2020
3847,3847,3847,ENTREGADO,6/19/2020
3848,3848,3848,EN PROCESO,6/20/2020
3849,3849,3849,ENTREGADO,6/21/2020
3850,3850,3850,EN PROCESO,6/22/2020
3851,3851,3851,EN PROCESO,6/23/2020
3852,3852,3852,ENTREGADO,6/24/2020
3853,3853,3853,EN PROCESO,6/25/2020
3854,3854,3854,ENTREGADO,6/26/2020
3855,3855,3855,EN PROCESO,6/27/2020
3856,3856,3856,EN PROCESO,6/28/2020
3857,3857,3857,ENTREGADO,6/29/2020
3858,3858,3858,EN PROCESO,6/30/2020
3859,3859,3859,ENTREGADO,7/1/2020
3860,3860,3860,EN PROCESO,7/2/2020
3861,3861,3861,EN PROCESO,7/3/2020
3862,3862,3862,ENTREGADO,7/4/2020
3863,3863,3863,EN PROCESO,7/5/2020
3864,3864,3864,ENTREGADO,7/6/2020
3865,3865,3865,EN PROCESO,7/7/2020
3866,3866,3866,EN PROCESO,7/8/2020
3867,3867,3867,ENTREGADO,7/9/2020
3868,3868,3868,EN PROCESO,7/10/2020
3869,3869,3869,ENTREGADO,7/11/2020
3870,3870,3870,EN PROCESO,7/12/2020
3871,3871,3871,EN PROCESO,7/13/2020
3872,3872,3872,ENTREGADO,7/14/2020
3873,3873,3873,EN PROCESO,7/15/2020
3874,3874,3874,ENTREGADO,7/16/2020
3875,3875,3875,EN PROCESO,7/17/2020
3876,3876,3876,EN PROCESO,7/18/2020
3877,3877,3877,ENTREGADO,7/19/2020
3878,3878,3878,EN PROCESO,7/20/2020
3879,3879,3879,ENTREGADO,7/21/2020
3880,3880,3880,EN PROCESO,7/22/2020
3881,3881,3881,EN PROCESO,7/23/2020
3882,3882,3882,ENTREGADO,7/24/2020
3883,3883,3883,EN PROCESO,7/25/2020
3884,3884,3884,ENTREGADO,7/26/2020
3885,3885,3885,EN PROCESO,7/27/2020
3886,3886,3886,EN PROCESO,7/28/2020
3887,3887,3887,ENTREGADO,7/29/2020
3888,3888,3888,EN PROCESO,7/30/2020
3889,3889,3889,ENTREGADO,7/31/2020
3890,3890,3890,EN PROCESO,8/1/2020
3891,3891,3891,EN PROCESO,8/2/2020
3892,3892,3892,ENTREGADO,8/3/2020
3893,3893,3893,EN PROCESO,8/4/2020
3894,3894,3894,ENTREGADO,8/5/2020
3895,3895,3895,EN PROCESO,8/6/2020
3896,3896,3896,EN PROCESO,8/7/2020
3897,3897,3897,ENTREGADO,8/8/2020
3898,3898,3898,EN PROCESO,8/9/2020
3899,3899,3899,ENTREGADO,8/10/2020
3900,3900,3900,EN PROCESO,8/11/2020
3901,3901,3901,EN PROCESO,8/12/2020
3902,3902,3902,ENTREGADO,8/13/2020
3903,3903,3903,EN PROCESO,8/14/2020
3904,3904,3904,ENTREGADO,8/15/2020
3905,3905,3905,EN PROCESO,8/16/2020
3906,3906,3906,EN PROCESO,8/17/2020
3907,3907,3907,ENTREGADO,8/18/2020
3908,3908,3908,EN PROCESO,8/19/2020
3909,3909,3909,ENTREGADO,8/20/2020
3910,3910,3910,EN PROCESO,8/21/2020
3911,3911,3911,EN PROCESO,8/22/2020
3912,3912,3912,ENTREGADO,8/23/2020
3913,3913,3913,EN PROCESO,8/24/2020
3914,3914,3914,ENTREGADO,8/25/2020
3915,3915,3915,EN PROCESO,8/26/2020
3916,3916,3916,EN PROCESO,8/27/2020
3917,3917,3917,ENTREGADO,8/28/2020
3918,3918,3918,EN PROCESO,8/29/2020
3919,3919,3919,ENTREGADO,8/30/2020
3920,3920,3920,EN PROCESO,8/31/2020
3921,3921,3921,EN PROCESO,9/1/2020
3922,3922,3922,ENTREGADO,9/2/2020
3923,3923,3923,EN PROCESO,9/3/2020
3924,3924,3924,ENTREGADO,9/4/2020
3925,3925,3925,EN PROCESO,9/5/2020
3926,3926,3926,EN PROCESO,9/6/2020
3927,3927,3927,ENTREGADO,9/7/2020
3928,3928,3928,EN PROCESO,9/8/2020
3929,3929,3929,ENTREGADO,9/9/2020
3930,3930,3930,EN PROCESO,9/10/2020
3931,3931,3931,EN PROCESO,9/11/2020
3932,3932,3932,ENTREGADO,9/12/2020
3933,3933,3933,EN PROCESO,9/13/2020
3934,3934,3934,ENTREGADO,9/14/2020
3935,3935,3935,EN PROCESO,9/15/2020
3936,3936,3936,EN PROCESO,9/16/2020
3937,3937,3937,ENTREGADO,9/17/2020
3938,3938,3938,EN PROCESO,9/18/2020
3939,3939,3939,ENTREGADO,9/19/2020
3940,3940,3940,EN PROCESO,9/20/2020
3941,3941,3941,EN PROCESO,9/21/2020
3942,3942,3942,ENTREGADO,9/22/2020
3943,3943,3943,EN PROCESO,9/23/2020
3944,3944,3944,ENTREGADO,9/24/2020
3945,3945,3945,EN PROCESO,9/25/2020
3946,3946,3946,EN PROCESO,9/26/2020
3947,3947,3947,ENTREGADO,9/27/2020
3948,3948,3948,EN PROCESO,9/28/2020
3949,3949,3949,ENTREGADO,9/29/2020
3950,3950,3950,EN PROCESO,9/30/2020
3951,3951,3951,EN PROCESO,10/1/2020
3952,3952,3952,ENTREGADO,10/2/2020
3953,3953,3953,EN PROCESO,10/3/2020
3954,3954,3954,ENTREGADO,10/4/2020
3955,3955,3955,EN PROCESO,10/5/2020
3956,3956,3956,EN PROCESO,10/6/2020
3957,3957,3957,ENTREGADO,10/7/2020
3958,3958,3958,EN PROCESO,10/8/2020
3959,3959,3959,ENTREGADO,10/9/2020
3960,3960,3960,EN PROCESO,10/10/2020
3961,3961,3961,EN PROCESO,10/11/2020
3962,3962,3962,ENTREGADO,10/12/2020
3963,3963,3963,EN PROCESO,10/13/2020
3964,3964,3964,ENTREGADO,10/14/2020
3965,3965,3965,EN PROCESO,10/15/2020
3966,3966,3966,EN PROCESO,10/16/2020
3967,3967,3967,ENTREGADO,10/17/2020
3968,3968,3968,EN PROCESO,10/18/2020
3969,3969,3969,ENTREGADO,10/19/2020
3970,3970,3970,EN PROCESO,10/20/2020
3971,3971,3971,EN PROCESO,10/21/2020
3972,3972,3972,ENTREGADO,10/22/2020
3973,3973,3973,EN PROCESO,10/23/2020
3974,3974,3974,ENTREGADO,10/24/2020
3975,3975,3975,EN PROCESO,10/25/2020
3976,3976,3976,EN PROCESO,10/26/2020
3977,3977,3977,ENTREGADO,10/27/2020
3978,3978,3978,EN PROCESO,10/28/2020
3979,3979,3979,ENTREGADO,10/29/2020
3980,3980,3980,EN PROCESO,10/30/2020
3981,3981,3981,EN PROCESO,10/31/2020
3982,3982,3982,ENTREGADO,11/1/2020
3983,3983,3983,EN PROCESO,11/2/2020
3984,3984,3984,ENTREGADO,11/3/2020
3985,3985,3985,EN PROCESO,11/4/2020
3986,3986,3986,EN PROCESO,11/5/2020
3987,3987,3987,ENTREGADO,11/6/2020
3988,3988,3988,EN PROCESO,11/7/2020
3989,3989,3989,ENTREGADO,11/8/2020
3990,3990,3990,EN PROCESO,11/9/2020
3991,3991,3991,EN PROCESO,11/10/2020
3992,3992,3992,ENTREGADO,11/11/2020
3993,3993,3993,EN PROCESO,11/12/2020
3994,3994,3994,ENTREGADO,11/13/2020
3995,3995,3995,EN PROCESO,11/14/2020
3996,3996,3996,EN PROCESO,11/15/2020
3997,3997,3997,ENTREGADO,11/16/2020
3998,3998,3998,EN PROCESO,11/17/2020
3999,3999,3999,ENTREGADO,11/18/2020
4000,4000,4000,EN PROCESO,11/19/2020
4001,4001,4001,EN PROCESO,11/20/2020
4002,4002,4002,ENTREGADO,11/21/2020
4003,4003,4003,EN PROCESO,11/22/2020
4004,4004,4004,ENTREGADO,11/23/2020
4005,4005,4005,EN PROCESO,11/24/2020
4006,4006,4006,EN PROCESO,11/25/2020
4007,4007,4007,ENTREGADO,11/26/2020
4008,4008,4008,EN PROCESO,11/27/2020
4009,4009,4009,ENTREGADO,11/28/2020
4010,4010,4010,EN PROCESO,11/29/2020
4011,4011,4011,EN PROCESO,11/30/2020
4012,4012,4012,ENTREGADO,12/1/2020
4013,4013,4013,EN PROCESO,12/2/2020
4014,4014,4014,ENTREGADO,12/3/2020
4015,4015,4015,EN PROCESO,12/4/2020
4016,4016,4016,EN PROCESO,12/5/2020
4017,4017,4017,ENTREGADO,12/6/2020
4018,4018,4018,EN PROCESO,12/7/2020
4019,4019,4019,ENTREGADO,12/8/2020
4020,4020,4020,EN PROCESO,12/9/2020
4021,4021,4021,EN PROCESO,12/10/2020
4022,4022,4022,ENTREGADO,12/11/2020
4023,4023,4023,EN PROCESO,12/12/2020
4024,4024,4024,ENTREGADO,12/13/2020
4025,4025,4025,EN PROCESO,12/14/2020
4026,4026,4026,EN PROCESO,12/15/2020
4027,4027,4027,ENTREGADO,12/16/2020
4028,4028,4028,EN PROCESO,12/17/2020
4029,4029,4029,ENTREGADO,12/18/2020
4030,4030,4030,EN PROCESO,12/19/2020
4031,4031,4031,EN PROCESO,12/20/2020
4032,4032,4032,ENTREGADO,12/21/2020
4033,4033,4033,EN PROCESO,12/22/2020
4034,4034,4034,ENTREGADO,12/23/2020
4035,4035,4035,EN PROCESO,12/24/2020
4036,4036,4036,EN PROCESO,12/25/2020
4037,4037,4037,ENTREGADO,12/26/2020
4038,4038,4038,EN PROCESO,12/27/2020
4039,4039,4039,ENTREGADO,12/28/2020
4040,4040,4040,EN PROCESO,12/29/2020
4041,4041,4041,EN PROCESO,12/30/2020
4042,4042,4042,ENTREGADO,12/31/2020
4043,4043,4043,EN PROCESO,1/1/2021
4044,4044,4044,ENTREGADO,1/2/2021
4045,4045,4045,EN PROCESO,1/3/2021
4046,4046,4046,EN PROCESO,1/4/2021
4047,4047,4047,ENTREGADO,1/5/2021
4048,4048,4048,EN PROCESO,1/6/2021
4049,4049,4049,ENTREGADO,1/7/2021
4050,4050,4050,EN PROCESO,1/8/2021
4051,4051,4051,EN PROCESO,1/9/2021
4052,4052,4052,ENTREGADO,1/10/2021
4053,4053,4053,EN PROCESO,1/11/2021
4054,4054,4054,ENTREGADO,1/12/2021
4055,4055,4055,EN PROCESO,1/13/2021
4056,4056,4056,EN PROCESO,1/14/2021
4057,4057,4057,ENTREGADO,1/15/2021
4058,4058,4058,EN PROCESO,1/16/2021
4059,4059,4059,ENTREGADO,1/17/2021
4060,4060,4060,EN PROCESO,1/18/2021
4061,4061,4061,EN PROCESO,1/19/2021
4062,4062,4062,ENTREGADO,1/20/2021
4063,4063,4063,EN PROCESO,1/21/2021
4064,4064,4064,ENTREGADO,1/22/2021
4065,4065,4065,EN PROCESO,1/23/2021
4066,4066,4066,EN PROCESO,1/24/2021
4067,4067,4067,ENTREGADO,1/25/2021
4068,4068,4068,EN PROCESO,1/26/2021
4069,4069,4069,ENTREGADO,1/27/2021
4070,4070,4070,EN PROCESO,1/28/2021
4071,4071,4071,EN PROCESO,1/29/2021
4072,4072,4072,ENTREGADO,1/30/2021
4073,4073,4073,EN PROCESO,1/31/2021
4074,4074,4074,ENTREGADO,2/1/2021
4075,4075,4075,EN PROCESO,2/2/2021
4076,4076,4076,EN PROCESO,2/3/2021
4077,4077,4077,ENTREGADO,2/4/2021
4078,4078,4078,EN PROCESO,2/5/2021
4079,4079,4079,ENTREGADO,2/6/2021
4080,4080,4080,EN PROCESO,2/7/2021
4081,4081,4081,EN PROCESO,2/8/2021
4082,4082,4082,ENTREGADO,2/9/2021
4083,4083,4083,EN PROCESO,2/10/2021
4084,4084,4084,ENTREGADO,2/11/2021
4085,4085,4085,EN PROCESO,2/12/2021
4086,4086,4086,EN PROCESO,2/13/2021
4087,4087,4087,ENTREGADO,2/14/2021
4088,4088,4088,EN PROCESO,2/15/2021
4089,4089,4089,ENTREGADO,2/16/2021
4090,4090,4090,EN PROCESO,2/17/2021
4091,4091,4091,EN PROCESO,2/18/2021
4092,4092,4092,ENTREGADO,2/19/2021
4093,4093,4093,EN PROCESO,2/20/2021
4094,4094,4094,ENTREGADO,2/21/2021
4095,4095,4095,EN PROCESO,2/22/2021
4096,4096,4096,EN PROCESO,2/23/2021
4097,4097,4097,ENTREGADO,2/24/2021
4098,4098,4098,EN PROCESO,2/25/2021
4099,4099,4099,ENTREGADO,2/26/2021
4100,4100,4100,EN PROCESO,2/27/2021
4101,4101,4101,EN PROCESO,2/28/2021
4102,4102,4102,ENTREGADO,3/1/2021
4103,4103,4103,EN PROCESO,3/2/2021
4104,4104,4104,ENTREGADO,3/3/2021
4105,4105,4105,EN PROCESO,3/4/2021
4106,4106,4106,EN PROCESO,3/5/2021
4107,4107,4107,ENTREGADO,3/6/2021
4108,4108,4108,EN PROCESO,3/7/2021
4109,4109,4109,ENTREGADO,3/8/2021
4110,4110,4110,EN PROCESO,3/9/2021
4111,4111,4111,EN PROCESO,3/10/2021
4112,4112,4112,ENTREGADO,3/11/2021
4113,4113,4113,EN PROCESO,3/12/2021
4114,4114,4114,ENTREGADO,3/13/2021
4115,4115,4115,EN PROCESO,3/14/2021
4116,4116,4116,EN PROCESO,3/15/2021
4117,4117,4117,ENTREGADO,3/16/2021
4118,4118,4118,EN PROCESO,3/17/2021
4119,4119,4119,ENTREGADO,3/18/2021
4120,4120,4120,EN PROCESO,3/19/2021
4121,4121,4121,EN PROCESO,3/20/2021
4122,4122,4122,ENTREGADO,3/21/2021
4123,4123,4123,EN PROCESO,3/22/2021
4124,4124,4124,ENTREGADO,3/23/2021
4125,4125,4125,EN PROCESO,3/24/2021
4126,4126,4126,EN PROCESO,3/25/2021
4127,4127,4127,ENTREGADO,3/26/2021
4128,4128,4128,EN PROCESO,3/27/2021
4129,4129,4129,ENTREGADO,3/28/2021
4130,4130,4130,EN PROCESO,3/29/2021
4131,4131,4131,EN PROCESO,3/30/2021
4132,4132,4132,ENTREGADO,3/31/2021
4133,4133,4133,EN PROCESO,4/1/2021
4134,4134,4134,ENTREGADO,4/2/2021
4135,4135,4135,EN PROCESO,4/3/2021
4136,4136,4136,EN PROCESO,4/4/2021
4137,4137,4137,ENTREGADO,4/5/2021
4138,4138,4138,EN PROCESO,4/6/2021
4139,4139,4139,ENTREGADO,4/7/2021
4140,4140,4140,EN PROCESO,4/8/2021
4141,4141,4141,EN PROCESO,4/9/2021
4142,4142,4142,ENTREGADO,4/10/2021
4143,4143,4143,EN PROCESO,4/11/2021
4144,4144,4144,ENTREGADO,4/12/2021
4145,4145,4145,EN PROCESO,4/13/2021
4146,4146,4146,EN PROCESO,4/14/2021
4147,4147,4147,ENTREGADO,4/15/2021
4148,4148,4148,EN PROCESO,4/16/2021
4149,4149,4149,ENTREGADO,4/17/2021
4150,4150,4150,EN PROCESO,4/18/2021
4151,4151,4151,EN PROCESO,4/19/2021
4152,4152,4152,ENTREGADO,4/20/2021
4153,4153,4153,EN PROCESO,4/21/2021
4154,4154,4154,ENTREGADO,4/22/2021
4155,4155,4155,EN PROCESO,4/23/2021
4156,4156,4156,EN PROCESO,4/24/2021
4157,4157,4157,ENTREGADO,4/25/2021
4158,4158,4158,EN PROCESO,4/26/2021
4159,4159,4159,ENTREGADO,4/27/2021
4160,4160,4160,EN PROCESO,4/28/2021
4161,4161,4161,EN PROCESO,4/29/2021
4162,4162,4162,ENTREGADO,4/30/2021
4163,4163,4163,EN PROCESO,5/1/2021
4164,4164,4164,ENTREGADO,5/2/2021
4165,4165,4165,EN PROCESO,5/3/2021
4166,4166,4166,EN PROCESO,5/4/2021
4167,4167,4167,ENTREGADO,5/5/2021
4168,4168,4168,EN PROCESO,5/6/2021
4169,4169,4169,ENTREGADO,5/7/2021
4170,4170,4170,EN PROCESO,5/8/2021
4171,4171,4171,EN PROCESO,5/9/2021
4172,4172,4172,ENTREGADO,5/10/2021
4173,4173,4173,EN PROCESO,5/11/2021
4174,4174,4174,ENTREGADO,5/12/2021
4175,4175,4175,EN PROCESO,5/13/2021
4176,4176,4176,EN PROCESO,5/14/2021
4177,4177,4177,ENTREGADO,5/15/2021
4178,4178,4178,EN PROCESO,5/16/2021
4179,4179,4179,ENTREGADO,5/17/2021
4180,4180,4180,EN PROCESO,5/18/2021
4181,4181,4181,EN PROCESO,5/19/2021
4182,4182,4182,ENTREGADO,5/20/2021
4183,4183,4183,EN PROCESO,5/21/2021
4184,4184,4184,ENTREGADO,5/22/2021
4185,4185,4185,EN PROCESO,5/23/2021
4186,4186,4186,EN PROCESO,5/24/2021
4187,4187,4187,ENTREGADO,5/25/2021
4188,4188,4188,EN PROCESO,5/26/2021
4189,4189,4189,ENTREGADO,5/27/2021
4190,4190,4190,EN PROCESO,5/28/2021
4191,4191,4191,EN PROCESO,5/29/2021
4192,4192,4192,ENTREGADO,5/30/2021
4193,4193,4193,EN PROCESO,5/31/2021
4194,4194,4194,ENTREGADO,6/1/2021
4195,4195,4195,EN PROCESO,6/2/2021
4196,4196,4196,EN PROCESO,6/3/2021
4197,4197,4197,ENTREGADO,6/4/2021
4198,4198,4198,EN PROCESO,6/5/2021
4199,4199,4199,ENTREGADO,6/6/2021
