"IDPRODUCTO","NOMBREPRODUCTO","PRECIOPRODUCTO","DESCRIPCIONPRODUCTO","ESTADO","CANTIDADDISPONIBLE","IMAGENPRODUCTO","IDCATEGORIA"
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",1199
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",1200
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1201
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",1202
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",1203
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",1204
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",1205
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1206
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",1207
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",1208
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",1209
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",1210
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1211
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",1212
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",1213
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",1214
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",1215
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1216
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",1217
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",1218
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",1219
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",1220
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1221
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",1222
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",1223
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",1224
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",1225
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1226
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",1227
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",1228
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",1229
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",1230
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1231
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",1232
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1233
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1234
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1235
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1236
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1237
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1238
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1239
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1240
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1241
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1242
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1243
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1244
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1245
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1246
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1247
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1248
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1249
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1250
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1251
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1252
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1253
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1254
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1255
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1256
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1257
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1258
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1259
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1260
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1261
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1262
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1263
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1264
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1265
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1266
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1267
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1268
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1269
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1270
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1271
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1272
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1273
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1274
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1275
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1276
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1277
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1278
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1279
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1280
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1281
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1282
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1283
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1284
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1285
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1286
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1287
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1288
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1289
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1290
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1291
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1292
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1293
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1294
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1295
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1296
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1297
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1298
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1299
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1300
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1301
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1302
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1303
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1304
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1305
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1306
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1307
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1308
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1309
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1310
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1311
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1312
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1313
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1314
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1315
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1316
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1317
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1318
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1319
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1320
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1321
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1322
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1323
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1324
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1325
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1326
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1327
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1328
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1329
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1330
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1331
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1332
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1333
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1334
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1335
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1336
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1337
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1338
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1339
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1340
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1341
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1342
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1343
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1344
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1345
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1346
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1347
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1348
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1349
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1350
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1351
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1352
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1353
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1354
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1355
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1356
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1357
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1358
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1359
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1360
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1361
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1362
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1363
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1364
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1365
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1366
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1367
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1368
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1369
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1370
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1371
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1372
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1373
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1374
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",1375
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1376
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",1377
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",1378
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",1379
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",1380
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1381
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",1382
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1383
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",1384
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1385
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1386
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1387
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1388
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1389
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1390
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1391
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1392
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1393
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1394
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1395
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1396
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1397
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1398
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1399
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1400
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1401
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1402
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1403
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1404
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1405
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1406
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1407
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1408
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1409
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1410
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1411
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1412
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1413
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1414
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1415
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1416
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1417
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1418
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1419
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1420
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1421
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1422
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1423
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1424
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1425
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1426
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1427
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1428
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1429
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1430
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1431
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1432
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1433
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1434
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1435
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1436
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1437
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1438
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1439
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1440
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1441
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1442
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1443
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1444
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1445
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1446
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1447
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1448
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1449
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1450
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1451
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1452
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1453
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1454
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1455
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1456
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1457
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1458
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1459
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1460
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1461
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1462
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1463
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1464
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1465
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1466
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1467
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1468
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1469
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1470
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1471
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1472
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1473
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1474
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1475
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1476
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1477
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1478
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1479
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1480
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1481
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1482
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1483
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1484
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1485
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1486
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1487
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1488
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1489
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1490
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1491
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1492
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1493
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1494
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1495
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1496
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1497
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1498
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1499
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1500
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1501
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1502
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1503
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1504
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1505
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1506
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1507
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1508
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1509
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1510
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1511
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1512
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1513
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1514
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1515
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1516
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1517
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1518
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1519
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",1520
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",1521
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",1522
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",1523
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",1524
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",1525
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",1526
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",1527
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",1528
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",1529
