"IDINVENTARIO","IDPROVEEDOR","IDINGREDIENTE","CANTIDAD","ESTADO"
3548,14,3548,4,"DISPONIBLE"
3549,15,3549,1,"AGOTADO"
3550,16,3550,6,"DISPONIBLE"
3551,17,3551,2,"DISPONIBLE"
3552,18,3552,7,"AGOTADO"
3553,19,3553,4,"DISPONIBLE"
3554,20,3554,1,"AGOTADO"
3555,21,3555,6,"DISPONIBLE"
3556,22,3556,2,"DISPONIBLE"
3557,23,3557,7,"AGOTADO"
3558,24,3558,4,"DISPONIBLE"
3559,25,3559,1,"AGOTADO"
3560,26,3560,6,"DISPONIBLE"
3561,27,3561,2,"DISPONIBLE"
3562,28,3562,7,"AGOTADO"
3563,29,3563,4,"DISPONIBLE"
3564,30,3564,1,"AGOTADO"
3565,31,3565,6,"DISPONIBLE"
3566,32,3566,2,"DISPONIBLE"
3567,33,3567,7,"AGOTADO"
3568,34,3568,4,"DISPONIBLE"
3569,35,3569,1,"AGOTADO"
3570,36,3570,6,"DISPONIBLE"
3571,37,3571,2,"DISPONIBLE"
3572,38,3572,7,"AGOTADO"
3573,1,3573,4,"DISPONIBLE"
3574,2,3574,1,"AGOTADO"
3575,3,3575,6,"DISPONIBLE"
3576,4,3576,2,"DISPONIBLE"
3577,5,3577,7,"AGOTADO"
3578,6,3578,4,"DISPONIBLE"
3579,7,3579,1,"AGOTADO"
3580,8,3580,6,"DISPONIBLE"
3581,9,3581,2,"DISPONIBLE"
3582,10,3582,7,"AGOTADO"
3583,11,3583,4,"DISPONIBLE"
3584,12,3584,1,"AGOTADO"
3585,13,3585,6,"DISPONIBLE"
3586,14,3586,2,"DISPONIBLE"
3587,15,3587,7,"AGOTADO"
3588,16,3588,4,"DISPONIBLE"
3589,17,3589,1,"AGOTADO"
3590,18,3590,6,"DISPONIBLE"
3591,19,3591,2,"DISPONIBLE"
3592,20,3592,7,"AGOTADO"
3593,21,3593,4,"DISPONIBLE"
3594,22,3594,1,"AGOTADO"
3595,23,3595,6,"DISPONIBLE"
3596,24,3596,2,"DISPONIBLE"
3597,25,3597,7,"AGOTADO"
3598,26,3598,4,"DISPONIBLE"
3599,27,3599,1,"AGOTADO"
3600,28,3600,6,"DISPONIBLE"
3601,29,3601,2,"DISPONIBLE"
3602,30,3602,7,"AGOTADO"
3603,31,3603,4,"DISPONIBLE"
3604,32,3604,1,"AGOTADO"
3605,33,3605,6,"DISPONIBLE"
3606,34,3606,2,"DISPONIBLE"
3607,35,3607,7,"AGOTADO"
3608,36,3608,4,"DISPONIBLE"
3609,37,3609,1,"AGOTADO"
3610,38,3610,6,"DISPONIBLE"
3611,1,3611,2,"DISPONIBLE"
3612,2,3612,7,"AGOTADO"
3613,3,3613,4,"DISPONIBLE"
3614,4,3614,1,"AGOTADO"
3615,5,3615,6,"DISPONIBLE"
3616,6,3616,2,"DISPONIBLE"
3617,7,3617,7,"AGOTADO"
3618,8,3618,4,"DISPONIBLE"
3619,9,3619,1,"AGOTADO"
3620,10,3620,6,"DISPONIBLE"
3621,11,3621,2,"DISPONIBLE"
3622,12,3622,7,"AGOTADO"
3623,13,3623,4,"DISPONIBLE"
3624,14,3624,1,"AGOTADO"
3625,15,3625,6,"DISPONIBLE"
3626,16,3626,2,"DISPONIBLE"
3627,17,3627,7,"AGOTADO"
3628,18,3628,4,"DISPONIBLE"
3629,19,3629,1,"AGOTADO"
3630,20,3630,6,"DISPONIBLE"
3631,21,3631,2,"DISPONIBLE"
3632,22,3632,7,"AGOTADO"
3633,23,3633,4,"DISPONIBLE"
3634,24,3634,1,"AGOTADO"
3635,25,3635,6,"DISPONIBLE"
3636,26,3636,2,"DISPONIBLE"
3637,27,3637,7,"AGOTADO"
3638,28,3638,4,"DISPONIBLE"
3639,29,3639,1,"AGOTADO"
3640,30,3640,6,"DISPONIBLE"
3641,31,3641,2,"DISPONIBLE"
3642,32,3642,7,"AGOTADO"
3643,33,3643,4,"DISPONIBLE"
3644,34,3644,1,"AGOTADO"
3645,35,3645,6,"DISPONIBLE"
3646,36,3646,2,"DISPONIBLE"
3647,37,3647,7,"AGOTADO"
3648,38,3648,4,"DISPONIBLE"
3649,1,3649,1,"AGOTADO"
3650,2,3650,6,"DISPONIBLE"
3651,3,3651,2,"DISPONIBLE"
3652,4,3652,7,"AGOTADO"
3653,5,3653,4,"DISPONIBLE"
3654,6,3654,1,"AGOTADO"
3655,7,3655,6,"DISPONIBLE"
3656,8,3656,2,"DISPONIBLE"
3657,9,3657,7,"AGOTADO"
3658,10,3658,4,"DISPONIBLE"
3659,11,3659,1,"AGOTADO"
3660,12,3660,6,"DISPONIBLE"
3661,13,3661,2,"DISPONIBLE"
3662,14,3662,7,"AGOTADO"
3663,15,3663,4,"DISPONIBLE"
3664,16,3664,1,"AGOTADO"
3665,17,3665,6,"DISPONIBLE"
3666,18,3666,2,"DISPONIBLE"
3667,19,3667,7,"AGOTADO"
3668,20,3668,4,"DISPONIBLE"
3669,21,3669,1,"AGOTADO"
3670,22,3670,6,"DISPONIBLE"
3671,23,3671,2,"DISPONIBLE"
3672,24,3672,7,"AGOTADO"
3673,25,3673,4,"DISPONIBLE"
3674,26,3674,1,"AGOTADO"
3675,27,3675,6,"DISPONIBLE"
3676,28,3676,2,"DISPONIBLE"
3677,29,3677,7,"AGOTADO"
3678,30,3678,4,"DISPONIBLE"
3679,31,3679,1,"AGOTADO"
3680,32,3680,6,"DISPONIBLE"
3681,33,3681,2,"DISPONIBLE"
3682,34,3682,7,"AGOTADO"
3683,35,3683,4,"DISPONIBLE"
3684,36,3684,1,"AGOTADO"
3685,37,3685,6,"DISPONIBLE"
3686,38,3686,2,"DISPONIBLE"
3687,1,3687,7,"AGOTADO"
3688,2,3688,4,"DISPONIBLE"
3689,3,3689,1,"AGOTADO"
3690,4,3690,6,"DISPONIBLE"
3691,5,3691,2,"DISPONIBLE"
3692,6,3692,7,"AGOTADO"
3693,7,3693,4,"DISPONIBLE"
3694,8,3694,1,"AGOTADO"
3695,9,3695,6,"DISPONIBLE"
3696,10,3696,2,"DISPONIBLE"
3697,11,3697,7,"AGOTADO"
3698,12,3698,4,"DISPONIBLE"
3699,13,3699,1,"AGOTADO"
3700,14,3700,6,"DISPONIBLE"
3701,15,3701,2,"DISPONIBLE"
3702,16,3702,7,"AGOTADO"
3703,17,3703,4,"DISPONIBLE"
3704,18,3704,1,"AGOTADO"
3705,19,3705,6,"DISPONIBLE"
3706,20,3706,2,"DISPONIBLE"
3707,21,3707,7,"AGOTADO"
3708,22,3708,4,"DISPONIBLE"
3709,23,3709,1,"AGOTADO"
3710,24,3710,6,"DISPONIBLE"
3711,25,3711,2,"DISPONIBLE"
3712,26,3712,7,"AGOTADO"
3713,27,3713,4,"DISPONIBLE"
3714,28,3714,1,"AGOTADO"
3715,29,3715,6,"DISPONIBLE"
3716,30,3716,2,"DISPONIBLE"
3717,31,3717,7,"AGOTADO"
3718,32,3718,4,"DISPONIBLE"
3719,33,3719,1,"AGOTADO"
3720,34,3720,6,"DISPONIBLE"
3721,35,3721,2,"DISPONIBLE"
3722,36,3722,7,"AGOTADO"
3723,37,3723,4,"DISPONIBLE"
3724,38,3724,1,"AGOTADO"
3725,1,3725,6,"DISPONIBLE"
3726,2,3726,2,"DISPONIBLE"
3727,3,3727,7,"AGOTADO"
3728,4,3728,4,"DISPONIBLE"
3729,5,3729,1,"AGOTADO"
3730,6,3730,6,"DISPONIBLE"
3731,7,3731,2,"DISPONIBLE"
3732,8,3732,7,"AGOTADO"
3733,9,3733,4,"DISPONIBLE"
3734,10,3734,1,"AGOTADO"
3735,11,3735,6,"DISPONIBLE"
3736,12,3736,2,"DISPONIBLE"
3737,13,3737,7,"AGOTADO"
3738,14,3738,4,"DISPONIBLE"
3739,15,3739,1,"AGOTADO"
3740,16,3740,6,"DISPONIBLE"
3741,17,3741,2,"DISPONIBLE"
3742,18,3742,7,"AGOTADO"
3743,19,3743,4,"DISPONIBLE"
3744,20,3744,1,"AGOTADO"
3745,21,3745,6,"DISPONIBLE"
3746,22,3746,2,"DISPONIBLE"
3747,23,3747,7,"AGOTADO"
3748,24,3748,4,"DISPONIBLE"
3749,25,3749,1,"AGOTADO"
3750,26,3750,6,"DISPONIBLE"
3751,27,3751,2,"DISPONIBLE"
3752,28,3752,7,"AGOTADO"
3753,29,3753,4,"DISPONIBLE"
3754,30,3754,1,"AGOTADO"
3755,31,3755,6,"DISPONIBLE"
3756,32,3756,2,"DISPONIBLE"
3757,33,3757,7,"AGOTADO"
3758,34,3758,4,"DISPONIBLE"
3759,35,3759,1,"AGOTADO"
3760,36,3760,6,"DISPONIBLE"
3761,37,3761,2,"DISPONIBLE"
3762,38,3762,7,"AGOTADO"
3763,1,3763,4,"DISPONIBLE"
3764,2,3764,1,"AGOTADO"
3765,3,3765,6,"DISPONIBLE"
3766,4,3766,2,"DISPONIBLE"
3767,5,3767,7,"AGOTADO"
3768,6,3768,4,"DISPONIBLE"
3769,7,3769,1,"AGOTADO"
3770,8,3770,6,"DISPONIBLE"
3771,9,3771,2,"DISPONIBLE"
3772,10,3772,7,"AGOTADO"
3773,11,3773,4,"DISPONIBLE"
3774,12,3774,1,"AGOTADO"
3775,13,3775,6,"DISPONIBLE"
3776,14,3776,2,"DISPONIBLE"
3777,15,3777,7,"AGOTADO"
3778,16,3778,4,"DISPONIBLE"
3779,17,3779,1,"AGOTADO"
3780,18,3780,6,"DISPONIBLE"
3781,19,3781,2,"DISPONIBLE"
3782,20,3782,7,"AGOTADO"
3783,21,3783,4,"DISPONIBLE"
3784,22,3784,1,"AGOTADO"
3785,23,3785,6,"DISPONIBLE"
3786,24,3786,2,"DISPONIBLE"
3787,25,3787,7,"AGOTADO"
3788,26,3788,4,"DISPONIBLE"
3789,27,3789,1,"AGOTADO"
3790,28,3790,6,"DISPONIBLE"
3791,29,3791,2,"DISPONIBLE"
3792,30,3792,7,"AGOTADO"
3793,31,3793,4,"DISPONIBLE"
3794,32,3794,1,"AGOTADO"
3795,33,3795,6,"DISPONIBLE"
3796,34,3796,2,"DISPONIBLE"
3797,35,3797,7,"AGOTADO"
3798,36,3798,4,"DISPONIBLE"
3799,37,3799,1,"AGOTADO"
3800,38,3800,6,"DISPONIBLE"
3801,1,3801,2,"DISPONIBLE"
3802,2,3802,7,"AGOTADO"
3803,3,3803,4,"DISPONIBLE"
3804,4,3804,1,"AGOTADO"
3805,5,3805,6,"DISPONIBLE"
3806,6,3806,2,"DISPONIBLE"
3807,7,3807,7,"AGOTADO"
3808,8,3808,4,"DISPONIBLE"
3809,9,3809,1,"AGOTADO"
3810,10,3810,6,"DISPONIBLE"
3811,11,3811,2,"DISPONIBLE"
3812,12,3812,7,"AGOTADO"
3813,13,3813,4,"DISPONIBLE"
3814,14,3814,1,"AGOTADO"
3815,15,3815,6,"DISPONIBLE"
3816,16,3816,2,"DISPONIBLE"
3817,17,3817,7,"AGOTADO"
3818,18,3818,4,"DISPONIBLE"
3819,19,3819,1,"AGOTADO"
3820,20,3820,6,"DISPONIBLE"
3821,21,3821,2,"DISPONIBLE"
3822,22,3822,7,"AGOTADO"
3823,23,3823,4,"DISPONIBLE"
3824,24,3824,1,"AGOTADO"
3825,25,3825,6,"DISPONIBLE"
3826,26,3826,2,"DISPONIBLE"
3827,27,3827,7,"AGOTADO"
3828,28,3828,4,"DISPONIBLE"
3829,29,3829,1,"AGOTADO"
3830,30,3830,6,"DISPONIBLE"
3831,31,3831,2,"DISPONIBLE"
3832,32,3832,7,"AGOTADO"
3833,33,3833,4,"DISPONIBLE"
3834,34,3834,1,"AGOTADO"
3835,35,3835,6,"DISPONIBLE"
3836,36,3836,2,"DISPONIBLE"
3837,37,3837,7,"AGOTADO"
3838,38,3838,4,"DISPONIBLE"
3839,1,3839,1,"AGOTADO"
3840,2,3840,6,"DISPONIBLE"
3841,3,3841,2,"DISPONIBLE"
3842,4,3842,7,"AGOTADO"
3843,5,3843,4,"DISPONIBLE"
3844,6,3844,1,"AGOTADO"
3845,7,3845,6,"DISPONIBLE"
3846,8,3846,2,"DISPONIBLE"
3847,9,3847,7,"AGOTADO"
3848,10,3848,4,"DISPONIBLE"
3849,11,3849,1,"AGOTADO"
3850,12,3850,6,"DISPONIBLE"
3851,13,3851,2,"DISPONIBLE"
3852,14,3852,7,"AGOTADO"
3853,15,3853,4,"DISPONIBLE"
3854,16,3854,1,"AGOTADO"
3855,17,3855,6,"DISPONIBLE"
3856,18,3856,2,"DISPONIBLE"
3857,19,3857,7,"AGOTADO"
3858,20,3858,4,"DISPONIBLE"
3859,21,3859,1,"AGOTADO"
3860,22,3860,6,"DISPONIBLE"
3861,23,3861,2,"DISPONIBLE"
3862,24,3862,7,"AGOTADO"
3863,25,3863,4,"DISPONIBLE"
3864,26,3864,1,"AGOTADO"
3865,27,3865,6,"DISPONIBLE"
3866,28,3866,2,"DISPONIBLE"
3867,29,3867,7,"AGOTADO"
3868,30,3868,4,"DISPONIBLE"
3869,31,3869,1,"AGOTADO"
3870,32,3870,6,"DISPONIBLE"
3871,33,3871,2,"DISPONIBLE"
3872,34,3872,7,"AGOTADO"
3873,35,3873,4,"DISPONIBLE"
3874,36,3874,1,"AGOTADO"
3875,37,3875,6,"DISPONIBLE"
3876,38,3876,2,"DISPONIBLE"
3877,1,3877,7,"AGOTADO"
3878,2,3878,4,"DISPONIBLE"
3879,3,3879,1,"AGOTADO"
3880,4,3880,6,"DISPONIBLE"
3881,5,3881,2,"DISPONIBLE"
3882,6,3882,7,"AGOTADO"
3883,7,3883,4,"DISPONIBLE"
3884,8,3884,1,"AGOTADO"
3885,9,3885,6,"DISPONIBLE"
3886,10,3886,2,"DISPONIBLE"
3887,11,3887,7,"AGOTADO"
3888,12,3888,4,"DISPONIBLE"
3889,13,3889,1,"AGOTADO"
3890,14,3890,6,"DISPONIBLE"
3891,15,3891,2,"DISPONIBLE"
3892,16,3892,7,"AGOTADO"
3893,17,3893,4,"DISPONIBLE"
3894,18,3894,1,"AGOTADO"
3895,19,3895,6,"DISPONIBLE"
3896,20,3896,2,"DISPONIBLE"
3897,21,3897,7,"AGOTADO"
3898,22,3898,4,"DISPONIBLE"
3899,23,3899,1,"AGOTADO"
3900,24,3900,6,"DISPONIBLE"
3901,25,3901,2,"DISPONIBLE"
3902,26,3902,7,"AGOTADO"
3903,27,3903,4,"DISPONIBLE"
3904,28,3904,1,"AGOTADO"
3905,29,3905,6,"DISPONIBLE"
3906,30,3906,2,"DISPONIBLE"
3907,31,3907,7,"AGOTADO"
3908,32,3908,4,"DISPONIBLE"
3909,33,3909,1,"AGOTADO"
3910,34,3910,6,"DISPONIBLE"
3911,35,3911,2,"DISPONIBLE"
3912,36,3912,7,"AGOTADO"
3913,37,3913,4,"DISPONIBLE"
3914,38,3914,1,"AGOTADO"
3915,1,3915,6,"DISPONIBLE"
3916,2,3916,2,"DISPONIBLE"
3917,3,3917,7,"AGOTADO"
3918,4,3918,4,"DISPONIBLE"
3919,5,3919,1,"AGOTADO"
3920,6,3920,6,"DISPONIBLE"
3921,7,3921,2,"DISPONIBLE"
3922,8,3922,7,"AGOTADO"
3923,9,3923,4,"DISPONIBLE"
3924,10,3924,1,"AGOTADO"
3925,11,3925,6,"DISPONIBLE"
3926,12,3926,2,"DISPONIBLE"
3927,13,3927,7,"AGOTADO"
3928,14,3928,4,"DISPONIBLE"
3929,15,3929,1,"AGOTADO"
3930,16,3930,6,"DISPONIBLE"
3931,17,3931,2,"DISPONIBLE"
3932,18,3932,7,"AGOTADO"
3933,19,3933,4,"DISPONIBLE"
3934,20,3934,1,"AGOTADO"
3935,21,3935,6,"DISPONIBLE"
3936,22,3936,2,"DISPONIBLE"
3937,23,3937,7,"AGOTADO"
3938,24,3938,4,"DISPONIBLE"
3939,25,3939,1,"AGOTADO"
3940,26,3940,6,"DISPONIBLE"
3941,27,3941,2,"DISPONIBLE"
3942,28,3942,7,"AGOTADO"
3943,29,3943,4,"DISPONIBLE"
3944,30,3944,1,"AGOTADO"
3945,31,3945,6,"DISPONIBLE"
3946,32,3946,2,"DISPONIBLE"
3947,33,3947,7,"AGOTADO"
3948,34,3948,4,"DISPONIBLE"
3949,35,3949,1,"AGOTADO"
3950,36,3950,6,"DISPONIBLE"
3951,37,3951,2,"DISPONIBLE"
3952,38,3952,7,"AGOTADO"
3953,1,3953,4,"DISPONIBLE"
3954,2,3954,1,"AGOTADO"
3955,3,3955,6,"DISPONIBLE"
3956,4,3956,2,"DISPONIBLE"
3957,5,3957,7,"AGOTADO"
3958,6,3958,4,"DISPONIBLE"
3959,7,3959,1,"AGOTADO"
3960,8,3960,6,"DISPONIBLE"
3961,9,3961,2,"DISPONIBLE"
3962,10,3962,7,"AGOTADO"
3963,11,3963,4,"DISPONIBLE"
3964,12,3964,1,"AGOTADO"
3965,13,3965,6,"DISPONIBLE"
3966,14,3966,2,"DISPONIBLE"
3967,15,3967,7,"AGOTADO"
3968,16,3968,4,"DISPONIBLE"
3969,17,3969,1,"AGOTADO"
3970,18,3970,6,"DISPONIBLE"
3971,19,3971,2,"DISPONIBLE"
3972,20,3972,7,"AGOTADO"
3973,21,3973,4,"DISPONIBLE"
3974,22,3974,1,"AGOTADO"
3975,23,3975,6,"DISPONIBLE"
3976,24,3976,2,"DISPONIBLE"
3977,25,3977,7,"AGOTADO"
3978,26,3978,4,"DISPONIBLE"
3979,27,3979,1,"AGOTADO"
3980,28,3980,6,"DISPONIBLE"
3981,29,3981,2,"DISPONIBLE"
3982,30,3982,7,"AGOTADO"
3983,31,3983,4,"DISPONIBLE"
3984,32,3984,1,"AGOTADO"
3985,33,3985,6,"DISPONIBLE"
3986,34,3986,2,"DISPONIBLE"
3987,35,3987,7,"AGOTADO"
3988,36,3988,4,"DISPONIBLE"
3989,37,3989,1,"AGOTADO"
3990,38,3990,6,"DISPONIBLE"
3991,1,3991,2,"DISPONIBLE"
3992,2,3992,7,"AGOTADO"
3993,3,3993,4,"DISPONIBLE"
3994,4,3994,1,"AGOTADO"
3995,5,3995,6,"DISPONIBLE"
3996,6,3996,2,"DISPONIBLE"
3997,7,3997,7,"AGOTADO"
3998,8,3998,4,"DISPONIBLE"
3999,9,3999,1,"AGOTADO"
4000,10,4000,6,"DISPONIBLE"
4001,11,4001,2,"DISPONIBLE"
4002,12,4002,7,"AGOTADO"
4003,13,4003,4,"DISPONIBLE"
4004,14,4004,1,"AGOTADO"
4005,15,4005,6,"DISPONIBLE"
4006,16,4006,2,"DISPONIBLE"
4007,17,4007,7,"AGOTADO"
4008,18,4008,4,"DISPONIBLE"
4009,19,4009,1,"AGOTADO"
4010,20,4010,6,"DISPONIBLE"
4011,21,4011,2,"DISPONIBLE"
4012,22,4012,7,"AGOTADO"
4013,23,4013,4,"DISPONIBLE"
4014,24,4014,1,"AGOTADO"
4015,25,4015,6,"DISPONIBLE"
4016,26,4016,2,"DISPONIBLE"
4017,27,4017,7,"AGOTADO"
4018,28,4018,4,"DISPONIBLE"
4019,29,4019,1,"AGOTADO"
4020,30,4020,6,"DISPONIBLE"
4021,31,4021,2,"DISPONIBLE"
4022,32,4022,7,"AGOTADO"
4023,33,4023,4,"DISPONIBLE"
4024,34,4024,1,"AGOTADO"
4025,35,4025,6,"DISPONIBLE"
4026,36,4026,2,"DISPONIBLE"
4027,37,4027,7,"AGOTADO"
4028,38,4028,4,"DISPONIBLE"
4029,1,4029,1,"AGOTADO"
4030,2,4030,6,"DISPONIBLE"
4031,3,4031,2,"DISPONIBLE"
4032,4,4032,7,"AGOTADO"
4033,5,4033,4,"DISPONIBLE"
4034,6,4034,1,"AGOTADO"
4035,7,4035,6,"DISPONIBLE"
4036,8,4036,2,"DISPONIBLE"
4037,9,4037,7,"AGOTADO"
4038,10,4038,4,"DISPONIBLE"
4039,11,4039,1,"AGOTADO"
4040,12,4040,6,"DISPONIBLE"
4041,13,4041,2,"DISPONIBLE"
4042,14,4042,7,"AGOTADO"
4043,15,4043,4,"DISPONIBLE"
4044,1,4044,1,"AGOTADO"
4045,2,4045,6,"DISPONIBLE"
4046,3,4046,2,"DISPONIBLE"
4047,4,4047,7,"AGOTADO"
4048,5,4048,4,"DISPONIBLE"
4049,6,4049,1,"AGOTADO"
4050,7,4050,6,"DISPONIBLE"
4051,8,4051,2,"DISPONIBLE"
4052,9,4052,7,"AGOTADO"
4053,10,4053,4,"DISPONIBLE"
4054,11,4054,1,"AGOTADO"
4055,12,4055,6,"DISPONIBLE"
4056,13,4056,2,"DISPONIBLE"
4057,14,4057,7,"AGOTADO"
4058,15,4058,4,"DISPONIBLE"
4059,16,4059,1,"AGOTADO"
4060,17,4060,6,"DISPONIBLE"
4061,18,4061,2,"DISPONIBLE"
4062,19,4062,7,"AGOTADO"
4063,20,4063,4,"DISPONIBLE"
4064,21,4064,1,"AGOTADO"
4065,22,4065,6,"DISPONIBLE"
4066,23,4066,2,"DISPONIBLE"
4067,24,4067,7,"AGOTADO"
4068,25,4068,4,"DISPONIBLE"
4069,26,4069,1,"AGOTADO"
4070,27,4070,6,"DISPONIBLE"
4071,28,4071,2,"DISPONIBLE"
4072,29,4072,7,"AGOTADO"
4073,30,4073,4,"DISPONIBLE"
4074,31,4074,1,"AGOTADO"
4075,32,4075,6,"DISPONIBLE"
4076,33,4076,2,"DISPONIBLE"
4077,34,4077,7,"AGOTADO"
4078,35,4078,4,"DISPONIBLE"
4079,36,4079,1,"AGOTADO"
4080,37,4080,6,"DISPONIBLE"
4081,38,4081,2,"DISPONIBLE"
4082,1,4082,7,"AGOTADO"
4083,2,4083,4,"DISPONIBLE"
4084,3,4084,1,"AGOTADO"
4085,4,4085,6,"DISPONIBLE"
4086,5,4086,2,"DISPONIBLE"
4087,6,4087,7,"AGOTADO"
4088,7,4088,4,"DISPONIBLE"
4089,8,4089,1,"AGOTADO"
4090,9,4090,6,"DISPONIBLE"
4091,10,4091,2,"DISPONIBLE"
4092,11,4092,7,"AGOTADO"
4093,12,4093,4,"DISPONIBLE"
4094,13,4094,1,"AGOTADO"
4095,14,4095,6,"DISPONIBLE"
4096,15,4096,2,"DISPONIBLE"
4097,16,4097,7,"AGOTADO"
4098,17,4098,4,"DISPONIBLE"
4099,18,4099,1,"AGOTADO"
4100,19,4100,6,"DISPONIBLE"
4101,20,4101,2,"DISPONIBLE"
4102,21,4102,7,"AGOTADO"
4103,22,4103,4,"DISPONIBLE"
4104,23,4104,1,"AGOTADO"
4105,24,4105,6,"DISPONIBLE"
4106,25,4106,2,"DISPONIBLE"
4107,26,4107,7,"AGOTADO"
4108,27,4108,4,"DISPONIBLE"
4109,28,4109,1,"AGOTADO"
4110,29,4110,6,"DISPONIBLE"
4111,30,4111,2,"DISPONIBLE"
4112,31,4112,7,"AGOTADO"
4113,32,4113,4,"DISPONIBLE"
4114,33,4114,1,"AGOTADO"
4115,34,4115,6,"DISPONIBLE"
4116,35,4116,2,"DISPONIBLE"
4117,36,4117,7,"AGOTADO"
4118,37,4118,4,"DISPONIBLE"
4119,38,4119,1,"AGOTADO"
4120,1,4120,6,"DISPONIBLE"
4121,2,4121,2,"DISPONIBLE"
4122,3,4122,7,"AGOTADO"
4123,4,4123,4,"DISPONIBLE"
4124,5,4124,1,"AGOTADO"
4125,6,4125,6,"DISPONIBLE"
4126,7,4126,2,"DISPONIBLE"
4127,8,4127,7,"AGOTADO"
4128,9,4128,4,"DISPONIBLE"
4129,10,4129,1,"AGOTADO"
4130,11,4130,6,"DISPONIBLE"
4131,12,4131,2,"DISPONIBLE"
4132,13,4132,7,"AGOTADO"
4133,14,4133,4,"DISPONIBLE"
4134,15,4134,1,"AGOTADO"
4135,16,4135,6,"DISPONIBLE"
4136,17,4136,2,"DISPONIBLE"
4137,18,4137,7,"AGOTADO"
4138,19,4138,4,"DISPONIBLE"
4139,20,4139,1,"AGOTADO"
4140,21,4140,6,"DISPONIBLE"
4141,22,4141,2,"DISPONIBLE"
4142,23,4142,7,"AGOTADO"
4143,24,4143,4,"DISPONIBLE"
4144,25,4144,1,"AGOTADO"
4145,26,4145,6,"DISPONIBLE"
4146,27,4146,2,"DISPONIBLE"
4147,28,4147,7,"AGOTADO"
4148,29,4148,4,"DISPONIBLE"
4149,30,4149,1,"AGOTADO"
4150,31,4150,6,"DISPONIBLE"
4151,32,4151,2,"DISPONIBLE"
4152,33,4152,7,"AGOTADO"
4153,34,4153,4,"DISPONIBLE"
4154,35,4154,1,"AGOTADO"
4155,36,4155,6,"DISPONIBLE"
4156,37,4156,2,"DISPONIBLE"
4157,38,4157,7,"AGOTADO"
4158,1,4158,4,"DISPONIBLE"
4159,2,4159,1,"AGOTADO"
4160,3,4160,6,"DISPONIBLE"
4161,4,4161,2,"DISPONIBLE"
4162,5,4162,7,"AGOTADO"
4163,6,4163,4,"DISPONIBLE"
4164,7,4164,1,"AGOTADO"
4165,8,4165,6,"DISPONIBLE"
4166,9,4166,2,"DISPONIBLE"
4167,10,4167,7,"AGOTADO"
4168,11,4168,4,"DISPONIBLE"
4169,12,4169,1,"AGOTADO"
4170,13,4170,6,"DISPONIBLE"
4171,14,4171,2,"DISPONIBLE"
4172,15,4172,7,"AGOTADO"
4173,16,4173,4,"DISPONIBLE"
4174,17,4174,1,"AGOTADO"
4175,18,4175,6,"DISPONIBLE"
4176,19,4176,2,"DISPONIBLE"
4177,20,4177,7,"AGOTADO"
4178,21,4178,4,"DISPONIBLE"
4179,22,4179,1,"AGOTADO"
4180,23,4180,6,"DISPONIBLE"
4181,24,4181,2,"DISPONIBLE"
4182,25,4182,7,"AGOTADO"
4183,26,4183,4,"DISPONIBLE"
4184,27,4184,1,"AGOTADO"
4185,28,4185,6,"DISPONIBLE"
4186,29,4186,2,"DISPONIBLE"
4187,30,4187,7,"AGOTADO"
4188,31,4188,4,"DISPONIBLE"
4189,32,4189,1,"AGOTADO"
4190,33,4190,6,"DISPONIBLE"
4191,34,4191,2,"DISPONIBLE"
4192,35,4192,7,"AGOTADO"
4193,36,4193,4,"DISPONIBLE"
4194,37,4194,1,"AGOTADO"
4195,38,4195,6,"DISPONIBLE"
4196,1,4196,2,"DISPONIBLE"
4197,2,4197,7,"AGOTADO"
4198,3,4198,4,"DISPONIBLE"
4199,4,4199,1,"AGOTADO"
4200,5,4200,6,"DISPONIBLE"
4201,6,4201,2,"DISPONIBLE"
4202,7,4202,7,"AGOTADO"
4203,8,4203,4,"DISPONIBLE"
4204,9,4204,1,"AGOTADO"
4205,10,4205,6,"DISPONIBLE"
4206,11,4206,2,"DISPONIBLE"
4207,12,4207,7,"AGOTADO"
4208,13,4208,4,"DISPONIBLE"
4209,14,4209,1,"AGOTADO"
4210,15,4210,6,"DISPONIBLE"
4211,16,4211,2,"DISPONIBLE"
4212,17,4212,7,"AGOTADO"
4213,18,4213,4,"DISPONIBLE"
4214,19,4214,1,"AGOTADO"
4215,20,4215,6,"DISPONIBLE"
4216,21,4216,2,"DISPONIBLE"
4217,22,4217,7,"AGOTADO"
4218,23,4218,4,"DISPONIBLE"
4219,24,4219,1,"AGOTADO"
4220,25,4220,6,"DISPONIBLE"
4221,26,4221,2,"DISPONIBLE"
4222,27,4222,7,"AGOTADO"
4223,28,4223,4,"DISPONIBLE"
4224,29,4224,1,"AGOTADO"
4225,30,4225,6,"DISPONIBLE"
4226,31,4226,2,"DISPONIBLE"
4227,32,4227,7,"AGOTADO"
4228,33,4228,4,"DISPONIBLE"
4229,34,4229,1,"AGOTADO"
4230,35,4230,6,"DISPONIBLE"
4231,36,4231,2,"DISPONIBLE"
4232,37,4232,7,"AGOTADO"
4233,38,4233,4,"DISPONIBLE"
4234,1,4234,1,"AGOTADO"
4235,2,4235,6,"DISPONIBLE"
4236,3,4236,2,"DISPONIBLE"
4237,4,4237,7,"AGOTADO"
